Nome,Depth,i,seed,regex,Melhor_fitness,Melhor_nosso,Numero_de_comparacoes,Tempo,Tempo_total,Timed_out
alphabetical,5,20,4925731068,e\w[a-n][e-s][e-t] [st],11,28,122822,29611,60410,true
ranges,5,21,3486027915,[a-f][a-e]\w[a-f],21,42,224799,54768,60410,true
prime,5,21,3486027915,^x(x*?)\1$,13,34,201896,48565,60065,true
glob,5,19,6087432195,fa|w|b| [o-y][c-u]| ^yd|[cde]$,13,34,190585,43689,61941,true
alphabetical,5,21,3486027915,t^a| te[a-r]|t[^]?$,9,26,131082,29892,60035,true
ranges,5,22,6941372580,[a-f]\w[a-f][a-f]$,21,42,46496,11266,61082,true
prime,5,22,6941372580,^x?xx$,2,23,128764,31314,61082,true
glob,5,20,4925731068,[ -u][op][^a][c-s][c-r]b||a^h$,13,34,201091,46236,61940,true
alphabetical,5,22,6941372580,es[ -r]n| te[a-r],10,27,196519,47049,60269,true
ranges,5,23,1068243795,^[a-f][a-e]\w[a-f],21,42,46896,10860,60784,true
prime,5,23,1068243795,^([^]x)*?xxx$,13,34,174633,49627,60019,true
glob,5,21,3486027915,[l-r]c|o[m-s]|i^d|de|[efg][*-h],12,33,180580,41517,65832,true
alphabetical,5,23,1068243795,en\D[ -n][e-t],8,25,148521,36908,60269,true
ranges,5,24,1764028593,[^]^id|^[a-f][a-e]\w[a-f],21,42,184887,46627,60863,true
prime,5,24,1764028593,(x((x([^]xxx)))\1x\2\3)\1,9,30,65258,16251,60035,true
alphabetical,5,24,1764028593,e\w[a-n][e-s][e-t] [st],11,28,173393,40627,60269,true
glob,5,22,6941372580,d[a-h]|[fg][a-m]|b^|^p|b,14,35,236662,53612,66440,true
ranges,5,25,3857069214,^[a-f]*[a-f]$,21,42,174636,38673,60472,true
prime,5,25,3857069214,^xx?x$,2,23,156375,38737,60035,true
alphabetical,5,25,3857069214,[a-r] te[a-r]|[st]$,8,25,17900,4876,60676,true
glob,5,23,1068243795,o|rr|d|k$,7,28,17888,4813,60051,true
ranges,5,26,9125784630,r^ed[^e]bbd[b-f]b|[a-f]\w[a-f][a-f]$,21,42,200197,45799,60582,true
prime,5,26,9125784630,^xxx(x*?)\1$,13,34,59551,15439,60145,true
alphabetical,5,26,9125784630,te[a-n]|et$,8,25,128550,33642,60269,true
glob,5,24,1764028593,[pqr][i-r]k||fa|[a-k][cde]$,15,36,208824,46939,62801,true
ranges,5,27,7914823056,^[a-f][a-e]\w[a-f],21,42,50973,11703,60472,true
prime,5,27,7914823056,^x?xx$,2,23,37620,9000,60160,true
alphabetical,5,27,7914823056,[^] ^a?|n[a-t][ -e]a?[rst][ -s][e-s][e-t][e-t],13,30,206301,55971,60316,true
glob,5,25,3857069214,[bcd][o-y][a-h][a-t]w||r[h-s]|[a-k][cde]$,16,37,198915,46064,65613,true
ranges,5,28,1258360497,ee|ab|e[a-f]dc|[a-f]\w[a-f][def]|b$,21,42,165314,39330,60331,true
prime,5,28,1258360497,(^xx)x\1*?xx$,12,33,176761,41518,60034,true
alphabetical,5,28,1258360497,^en|[e-r]t[ -e][rst]\D[rst],9,26,26176,6641,60378,true
glob,5,26,9125784630,^[a-e][c-s]|tnc|r[h-y]c|$,10,31,150164,33298,64926,true
ranges,5,29,7965023841,^[a-f]*$,21,42,95263,22032,62222,true
prime,5,29,7965023841,^xx[^](x*)?\1xx$,12,33,198455,50705,66832,true
alphabetical,5,29,7965023841,[^ ]nn^a|e\w[a-n][e-s][e-t] [st][e-t]|s$,12,29,155859,41689,60394,true
backrefs,5,1,4105328976,[a-t][a-t][a-o][tuv]f|,11,32,40412,29157,61113,true
glob,5,27,7914823056,[^m]\*|ty|d ,9,30,14347,3828,67050,true
four,5,1,4105328976,W|pgr|Ma|j|vi|o[c-o],16,37,251460,48331,61082,true
backrefs,5,1,6370951248,[l-t][e-h]|x[a-o][tuv]f|[l-u][a-y]$,12,33,229663,44971,62441,true
glob,5,28,1258360497,o[c-s]|wre|[n-r][i-s],12,33,79052,15954,64722,true
four,5,1,6370951248,[i-o][lm]W|,13,34,96269,16829,60410,true
backrefs,5,2,9431657082,^a|yl[a-t]|[a-t][e-t][a-o][tuv]|[g-n]$,15,36,144797,28251,60848,true
glob,5,29,7965023841,[^]b|\*|spk$,8,29,14318,3297,62582,true
four,5,2,9431657082,[i-o][mn]k|,12,33,20124,4109,60738,true
backrefs,5,3,1874029365,^h|l[l-t]t|[l-t][e-h]|[l-u][a-y]$,13,34,282645,53502,64535,true
balance,5,1,4105328976,(<<(>)\2\1\W>(\W)+\1)\3>\2,26,58,42334,14641,59987,true
four,5,3,1874029365,[^]o[m-p]W||vi|ev,15,36,73407,14438,61925,true
balance,5,1,6370951248,^<\W+>>$,25,57,28574,7734,60113,true
backrefs,5,4,5691784320,[a-t][a-t][a-o][tuv]f|,11,32,34076,6453,62910,true
four,5,4,5691784320,[^c]o[m-p]|ra|[o-t]c,17,38,79255,14829,60988,true
balance,5,2,9431657082,<\W><<\W+>$,25,57,27017,7235,60035,true
backrefs,5,5,8392760514,[e-s][b-t][a-o][r-v]|[tuv]s|[i-l]$,15,36,272970,51440,64816,true
four,5,5,8392760514,[^rc]o[c-p]|a$,16,37,206075,35017,60893,true
balance,5,3,1874029365,(>>)<+>\W<+\1>,24,56,227779,55268,60190,true
backrefs,5,6,4612780539,[a-t][a-t][a-o][tuv]f|,11,32,36174,6704,60629,true
four,5,6,4612780539,Ma|j|W|[a-t][i-o][lm][c-y],17,38,297091,50455,61816,true
balance,5,4,5691784320,(>)\1(^<|<)+\1\W<+\W>>,24,56,185599,45424,60425,true
backrefs,5,7,8261384957,[a-t][e-t][a-o][tuv]|[g-l]$,14,35,187663,34251,67238,true
four,5,7,8261384957,[i-o][lm]W|,13,34,198946,32924,60957,true
balance,5,5,8392760514,<\W(>)<(>|<)+\1\1$,26,58,15748,16876,70270,true
backrefs,5,8,2463075891,[tuv][e-y][d-t][c-u],11,32,110129,19860,61975,true
four,5,8,2463075891,[i-o][lm]W|,13,34,45783,8329,63656,true
balance,5,6,4612780539,^<[^]+>>$,25,57,83271,20442,60318,true
backrefs,5,9,9135874206,[l-t][e-h]|[l-u][a-y]$,12,33,206985,37403,60233,true
four,5,9,9135874206,Ma|j|W|o[m-p],15,36,166704,28294,64775,true
balance,5,7,8261384957,^<[^]*>>$,25,57,159451,40851,60034,true
backrefs,5,10,7095231486,[e-h][a-t][a-t][a-e]f||[tuv][n-u][c-t]|[g-n]$,14,35,274604,51577,64280,true
four,5,10,7095231486,[i-o][mn]k|,12,33,200896,33995,61755,true
balance,5,8,2463075891,^<<[^]*>>+$,25,57,165154,41311,60084,true
backrefs,5,11,9842301657,^r|ab[a-t]|[a-t][e-t][a-o][tuv]|[g-n]$,14,35,223405,43356,61135,true
four,5,11,9842301657,[^c]o[m-r]|dr|ca|h$,15,36,105222,20488,61540,true
balance,5,9,9135874206,<<<+[^<]\W\W>\W+\W\W>$,27,59,69718,21148,60049,true
backrefs,5,12,2196735084,[a-t][a-t][a-o][tuv]f|,11,32,38292,7916,65525,true
four,5,12,2196735084,[i-o][mn]W||[jk],14,35,305065,52967,63795,true
balance,5,10,7095231486,<><>^<<|(\W)\1><+\W[^<]<\W+>$,27,59,140043,37165,60204,true
backrefs,5,13,9067852413,[r-y]y|[^p][e-t][m-u][c-h]|[i-n]$,15,36,222989,42386,64115,true
four,5,13,9067852413,e[i-o]c|o$|[i-o][mn]|[abc]$,16,37,251865,45196,61500,true
balance,5,11,9842301657,(<)<((>>))\2\W+\1\2,24,56,145015,36660,60129,true
backrefs,5,14,2405681973,[tu][a-t][rst][n-u]|[a-t][a-o][tuv][n-y]|[g-n]$,14,35,227821,44831,62095,true
four,5,14,2405681973,Ma|j|W|o[m-p],15,36,147773,25613,64255,true
backrefs,5,15,2738495106,[c-t][c-t][a-o][tuv]f|,12,33,102457,18962,60022,true
four,5,15,2738495106,Ma|j|W|o[c-o]|vi,16,37,184031,31212,63377,true
backrefs,5,16,1069782534,[a-t][a-t][a-o][tuv]f|,11,32,31951,5880,63325,true
balance,5,12,2196735084,^<[^]*>>$,25,57,73792,17157,154021,true
four,5,16,1069782534,[^w]o[m-p]|ky[i-o][lm]a|$,14,35,258860,44156,63770,true
backrefs,5,17,3018795246,[c-t][c-t][a-o][tuv]f|,12,33,133063,24438,65510,true
balance,5,13,9067852413,>><+[^<]\W<+\W>>,24,56,191781,47342,60680,true
four,5,17,3018795246,^[^d]W|o|[m-p][m-p]|e[i-l],15,36,207416,39950,60265,true
balance,5,14,2405681973,>\W(>)\1<[^>](\W\W*|>)\1$,25,57,96937,26088,61060,true
backrefs,5,18,1736058429,[^b]\w[a-t][tuv],12,33,221345,40636,64545,true
four,5,18,1736058429,k[a-o]\B|j|f|W|[mn][l-o],14,35,263589,45656,60460,true
balance,5,15,2738495106,^<\W*>>$,25,57,186563,45256,60094,true
backrefs,5,19,6087432195,[a-t][a-t][a-o][tuv]f|,11,32,34066,6395,60825,true
four,5,19,6087432195,[^]o[m-p]W|,13,34,343440,57348,60215,true
balance,5,16,1069782534,^<[^]+>>$,25,57,86115,21728,60029,true
backrefs,5,20,4925731068,[a-t][a-t][a-o][tuv]f|,11,32,31951,5985,61290,true
four,5,20,4925731068,Ma|j|W|o[m-p],15,36,188024,32694,61611,true
balance,5,17,3018795246,[^]<\1(^<|\W><<\W\W>)+>,23,55,6416,2270,63485,true
backrefs,5,21,3486027915,[a-t][a-t][a-o][tuv]f|,11,32,34073,6370,66896,true
four,5,21,3486027915,Ma|j|W|o[m-p],15,36,57251,10051,60920,true
balance,5,18,1736058429,^<[^>]<<\W()>\1>|>>>$,24,56,183309,48417,60220,true
backrefs,5,22,6941372580,[^gr][tuv][e-y][d-t],13,34,91856,17117,64485,true
four,5,22,6941372580,[^]o[m-p]|c^ig[i-o][mn]a|$,14,35,177638,32209,64640,true
balance,5,19,6087432195,<<<>+<\W*>>$,26,58,145350,34995,60129,true
backrefs,5,23,1068243795,[c-u][e-u][l-t][e-h]|[i-r][l-u][a-y]$,15,36,214442,40371,62625,true
four,5,23,1068243795,[^]v[i-o]j|s|o[mn]|W,15,36,309924,51737,63840,true
balance,5,20,4925731068,<<((>>))\1\W+<\1,24,56,44263,10756,60512,true
backrefs,5,24,1764028593,f|v|t|[o-t][ab]|lr|a$,11,32,84165,16022,60122,true
four,5,24,1764028593,Ma|j|W|[a-t][i-o][lm][c-y],17,38,213507,36638,65127,true
balance,5,21,3486027915,^<\W*>>>*$,25,57,207071,55823,60139,true
backrefs,5,25,3857069214,[a-t][a-t][a-o][tuv]f|,11,32,34070,6405,61955,true
four,5,25,3857069214,[a-t][i-o][lm]|h[mn]a|a$,16,37,212397,36805,60865,true
balance,5,22,6941372580,<<(\W)>\W>\W<+\1>|<^<,25,57,92615,25413,61320,true
backrefs,5,26,9125784630,[tu][a-t][rst][n-u]|[a-t][a-o][tuv][n-y]|[g-n]$,14,35,225714,43986,60069,true
four,5,26,9125784630,^[c-l]W||ps|[mn]k|o[i-o],15,36,204033,36055,61705,true
balance,5,23,1068243795,^<<[<=>]\W+<>+><<\W+?,25,57,127133,36003,60067,true
backrefs,5,27,7914823056,[c-t][e-t][a-o][tuv]|[g-l]$,15,36,168883,32062,64473,true
four,5,27,7914823056,[^rt]W|o|ty|de,15,36,67550,12890,61447,true
balance,5,24,1764028593,<[^]><\W+>>$,26,58,8464,2550,60049,true
backrefs,5,28,1258360497,[a-t][a-t][a-o][tuv]f|,11,32,34077,6330,61480,true
four,5,28,1258360497,Ma|W|j|f|g[c-y]|m[i-y],13,34,131669,23323,61445,true
balance,5,25,3857069214,^<[^]*>>$,25,57,98511,25358,60745,true
backrefs,5,29,7965023841,[a-t][a-t][a-o][tuv]f|,11,32,36175,6886,60510,true
four,5,29,7965023841,Ma|j|W|o[m-p],15,36,314770,55003,60119,true
balance,5,26,9125784630,[^]<<>+\W\W\W<\W+\W>>$,27,59,54914,14667,68912,true
balance,5,27,7914823056,<\W([^<]<|>)<[<=>]*\1>$,27,59,22479,6951,60014,true
balance,5,28,1258360497,([^]>)*<<+>\W\W>\W+\W>>\1$,28,60,126497,27519,63771,true
balance,5,29,7965023841,(>>)<+>\W<+\1>,24,56,258532,58282,60537,true
