Nome,Depth,i,Seed,Melhor_fitness,Numero_de_comparacoes,Tempo_para_encontrar_melhor_solucao,Tempo_total,Timed_out
aman-aplan,15,28,1258360497,34,556493,51112,54984,false
aman-aplan,15,29,7965023841,34,303809,28567,56169,false
four,5,1,4105328976,37,146243,6182,24028,false
four,5,1,6370951248,36,84272,3713,24295,false
four,5,2,9431657082,37,74598,2951,23175,false
four,5,3,1874029365,36,475291,19577,24210,false
four,5,4,5691784320,37,573462,23137,24257,false
four,5,5,8392760514,37,45561,2033,24912,false
four,5,6,4612780539,36,397334,15454,22396,false
four,5,7,8261384957,40,551755,22936,25215,false
four,5,8,2463075891,36,304896,13022,24387,false
four,5,9,9135874206,37,220834,10059,24698,false
four,5,10,7095231486,36,494216,19618,23598,false
four,5,11,9842301657,37,362523,15181,24688,false
four,5,12,2196735084,36,224653,8599,24149,false
four,5,13,9067852413,38,376115,15172,24184,false
four,5,14,2405681973,38,314987,12336,24062,false
four,5,15,2738495106,37,29349,1368,24487,false
four,5,16,1069782534,36,341934,13544,24115,false
four,5,17,3018795246,37,402720,15812,23626,false
four,5,18,1736058429,36,323627,13972,26291,false
four,5,19,6087432195,38,571858,22841,23877,false
four,5,20,4925731068,37,596289,23837,24002,false
four,5,21,3486027915,36,466801,19573,25566,false
four,5,22,6941372580,37,254832,10924,23395,false
four,5,23,1068243795,37,477635,19012,23738,false
four,5,24,1764028593,37,575328,22469,23523,false
four,5,25,3857069214,38,61624,2377,24809,false
four,5,26,9125784630,36,541620,21927,24184,false
four,5,27,7914823056,37,348180,14790,24542,false
four,5,28,1258360497,36,292532,12009,24061,false
four,5,29,7965023841,36,417178,16602,23416,false
four,7,1,4105328976,37,596578,25427,25572,false
four,7,1,6370951248,37,98263,4348,26455,false
four,7,2,9431657082,37,554936,22968,24702,false
four,7,3,1874029365,36,13549,644,24900,false
four,7,4,5691784320,37,409289,17825,26160,false
four,7,5,8392760514,37,254936,12362,27574,false
four,7,6,4612780539,36,47787,2244,25673,false
four,7,7,8261384957,37,65030,2899,24759,false
four,7,8,2463075891,38,526670,21721,24490,false
four,7,9,9135874206,36,509706,20978,25244,false
four,7,10,7095231486,36,151493,6079,25071,false
four,7,11,9842301657,37,179668,8450,26514,false
four,7,12,2196735084,37,357680,16036,27235,false
four,7,13,9067852413,36,401539,16711,25380,false
four,7,14,2405681973,37,562160,25001,26862,false
four,7,15,2738495106,37,235404,10167,25131,false
four,7,16,1069782534,37,342341,14811,26012,false
four,7,17,3018795246,37,79557,3333,25891,false
four,7,18,1736058429,36,323692,13406,26226,false
four,7,19,6087432195,37,211677,9151,26244,false
four,7,20,4925731068,37,516749,22704,26248,false
four,7,21,3486027915,37,177408,7685,26134,false
four,7,22,6941372580,37,246420,10463,25476,false
four,7,23,1068243795,37,183276,8073,26370,false
four,7,24,1764028593,36,200291,8443,25549,false
four,7,25,3857069214,36,196411,8451,25622,false
four,7,26,9125784630,36,377824,16109,26093,false
four,7,27,7914823056,36,169718,6705,24218,false
four,7,28,1258360497,36,333394,13420,24720,false
four,7,29,7965023841,38,87680,3774,25785,false
four,9,1,4105328976,37,207925,9814,28084,false
four,9,1,6370951248,39,327247,15098,27817,false
four,9,2,9431657082,37,466448,21642,27396,false
four,9,3,1874029365,37,424477,20239,28375,false
four,9,4,5691784320,37,390161,18637,27998,false
four,9,5,8392760514,36,577721,25582,26511,false
four,9,6,4612780539,37,470519,21503,27533,false
four,9,7,8261384957,36,105869,5014,27229,false
four,9,8,2463075891,38,200042,10168,28671,false
four,9,9,9135874206,38,518263,23103,27288,false
four,9,10,7095231486,38,257266,12405,27169,false
four,9,11,9842301657,37,159730,7573,27343,false
four,9,12,2196735084,36,16102,727,26907,false
four,9,13,9067852413,37,359214,16078,26849,false
four,9,14,2405681973,37,582878,26428,27431,false
four,9,15,2738495106,37,207290,10676,28414,false
four,9,16,1069782534,38,131571,6136,27011,false
four,9,17,3018795246,36,57363,2297,26839,false
four,9,18,1736058429,37,14406,818,28077,false
four,9,19,6087432195,36,518688,23313,26798,false
four,9,20,4925731068,37,241761,10999,26748,false
four,9,21,3486027915,39,284932,13066,27154,false
four,9,22,6941372580,39,190360,9227,28189,false
four,9,23,1068243795,37,21910,1112,26731,false
four,9,24,1764028593,36,163501,7547,28737,false
four,9,25,3857069214,37,78745,3393,26863,false
four,9,26,9125784630,36,78485,4162,26833,false
four,9,27,7914823056,38,325708,14687,27278,false
four,9,28,1258360497,37,254175,11072,27447,false
four,9,29,7965023841,36,403469,18023,26706,false
four,11,1,4105328976,37,308436,14665,29072,false
four,11,1,6370951248,38,429503,21121,29697,false
four,11,2,9431657082,37,406980,20944,30161,false
four,11,3,1874029365,37,537862,25006,27964,false
four,11,4,5691784320,37,254119,12071,29437,false
four,11,5,8392760514,36,102162,5626,27151,false
four,11,6,4612780539,37,471982,23120,29768,false
four,11,7,8261384957,37,37958,2009,30025,false
four,11,8,2463075891,37,186294,9168,28815,false
four,11,9,9135874206,37,501300,23582,27846,false
four,11,10,7095231486,37,514699,25739,30073,false
four,11,11,9842301657,36,41044,2124,27584,false
four,11,12,2196735084,37,337304,17202,29377,false
four,11,13,9067852413,36,592645,29554,30061,false
four,11,14,2405681973,36,458270,22342,28718,false
four,11,15,2738495106,36,178066,7438,26536,false
four,11,16,1069782534,37,384963,18798,27874,false
four,11,17,3018795246,36,186318,8755,28653,false
four,11,18,1736058429,36,298519,14612,28880,false
four,11,19,6087432195,38,187804,8590,28516,false
four,11,20,4925731068,38,388540,17815,27667,false
four,11,21,3486027915,36,242667,11216,28021,false
four,11,22,6941372580,37,443055,20636,27142,false
four,11,23,1068243795,36,492497,21521,26132,false
four,11,24,1764028593,37,49266,2456,28901,false
four,11,25,3857069214,37,571236,26821,28152,false
four,11,26,9125784630,35,13304,799,29633,false
