Nome,Depth,i,Seed,Melhor_fitness,Numero_de_comparacoes,Tempo_para_encontrar_melhor_solucao,Tempo_total,Timed_out
four,13,27,7914823056,37,208028,12161,38141,false
four,13,28,1258360497,38,437261,30883,41476,false
four,13,29,7965023841,39,143594,10355,41101,false
four,15,1,4105328976,38,22000,1746,45558,false
four,15,1,6370951248,38,441960,36240,47772,false
four,15,2,9431657082,38,353325,25864,43345,false
four,15,3,1874029365,38,276146,17412,43528,false
four,15,4,5691784320,38,48298,3237,43246,false
four,15,5,8392760514,39,587209,39512,40928,false
four,15,6,4612780539,39,518064,34381,42268,false
four,15,7,8261384957,37,244234,15851,37442,false
four,15,8,2463075891,38,455984,29094,37986,false
four,15,9,9135874206,38,497442,32736,40571,false
four,15,10,7095231486,37,524543,34003,38497,false
