Nome,Depth,i,seed,Melhor_solucao,Melhor_solucao_shrunk,Melhor_fitness,Nossa_fitness,Numero_de_comparacoes,Tempo_avaliacao,Tempo_para_encontrar_melhor_solucao,Tempo_total,Timed_out
aman-aplan,5,16,6361187489,^r|oo|d$|^..v|r..$|x|la|eb|ak|ten,^r|oo|d$|^..v|r..$|x|la|eb|ak|ten,19,40,1,0,417,71548,true
aman-aplan,5,17,2805026820,^r|oo|d$|^..v|r..$|x|la|eb|ak|ten,^r|oo|d$|^..v|r..$|x|la|eb|ak|ten,19,40,1,0,402,78920,true
aman-aplan,5,18,4323456912,^r|oo|d$|^..v|r..$|x|la|eb|ak|ten,^r|oo|d$|^..v|r..$|x|la|eb|ak|ten,19,40,1,0,387,75402,true
aman-aplan,5,19,8361101999,^r|oo|d$|^..v|r..$|x|la|eb|ak|ten,^r|oo|d$|^..v|r..$|x|la|eb|ak|ten,19,40,1,1,388,84731,true
aman-aplan,5,20,9935136846,^r|oo|d$|^..v|r..$|x|la|eb|ak|ten,^r|oo|d$|^..v|r..$|x|la|eb|ak|ten,19,40,1,0,386,70662,true
aman-aplan,5,21,5217407358,^r|oo|d$|^..v|r..$|x|la|eb|ak|ten,^r|oo|d$|^..v|r..$|x|la|eb|ak|ten,19,40,1,0,393,73821,true
aman-aplan,5,22,5619256299,^r|oo|d$|^..v|r..$|x|la|eb|ak|ten,^r|oo|d$|^..v|r..$|x|la|eb|ak|ten,19,40,1,0,390,80017,true
aman-aplan,5,23,4560422870,^r|oo|d$|^..v|r..$|x|la|eb|ak|ten,^r|oo|d$|^..v|r..$|x|la|eb|ak|ten,19,40,1,0,392,72855,true
aman-aplan,5,24,5236888092,^r|oo|d$|^..v|r..$|x|la|eb|ak|ten,^r|oo|d$|^..v|r..$|x|la|eb|ak|ten,19,40,1,0,462,85446,true
aman-aplan,5,25,1337360711,^r|oo|d$|^..v|r..$|x|la|eb|ak|ten,^r|oo|d$|^..v|r..$|x|la|eb|ak|ten,19,40,1,0,393,77533,true
aman-aplan,5,26,7659837985,^r|oo|d$|^..v|r..$|x|la|eb|ak|ten,^r|oo|d$|^..v|r..$|x|la|eb|ak|ten,19,40,1,0,421,72622,true
aman-aplan,5,27,2521100877,^r|oo|d$|^..v|r..$|x|la|eb|ak|ten,^r|oo|d$|^..v|r..$|x|la|eb|ak|ten,19,40,1,0,396,78262,true
aman-aplan,5,28,8801535107,^r|oo|d$|^..v|r..$|x|la|eb|ak|ten,^r|oo|d$|^..v|r..$|x|la|eb|ak|ten,19,40,1,0,386,77254,true
aman-aplan,5,29,9651599436,^r|oo|d$|^..v|r..$|x|la|eb|ak|ten,^r|oo|d$|^..v|r..$|x|la|eb|ak|ten,19,40,1,0,388,78891,true
order,5,1,2967301147,lo|^c|fi|os|de|cc|ps,lo|^c|fi|os|de|cc|ps,21,42,1,0,323,57193,false
order,5,1,5600405384,lo|^c|fi|os|de|cc|ps,lo|^c|fi|os|de|cc|ps,21,42,1,0,301,50780,false
order,5,2,1632819610,lo|^c|fi|os|de|cc|ps,lo|^c|fi|os|de|cc|ps,21,42,1,0,303,50059,false
order,5,3,1412034944,lo|^c|fi|os|de|cc|ps,lo|^c|fi|os|de|cc|ps,21,42,1,0,298,54282,false
order,5,4,9724161943,lo|^c|fi|os|de|cc|ps,lo|^c|fi|os|de|cc|ps,21,42,1,0,303,56234,false
order,5,5,4037724866,lo|^c|fi|os|de|cc|ps,lo|^c|fi|os|de|cc|ps,21,42,1,0,296,48813,false
order,5,6,8370032799,lo|^c|fi|os|de|cc|ps,lo|^c|fi|os|de|cc|ps,21,42,1,0,310,57635,false
order,5,7,2767986875,lo|^c|fi|os|de|cc|ps,lo|^c|fi|os|de|cc|ps,21,42,1,0,296,50180,false
order,5,8,3141506592,lo|^c|fi|os|de|cc|ps,lo|^c|fi|os|de|cc|ps,21,42,1,1,308,52593,false
order,5,9,3313543896,lo|^c|fi|os|de|cc|ps,lo|^c|fi|os|de|cc|ps,21,42,1,0,305,50069,false
order,5,10,8657690939,lo|^c|fi|os|de|cc|ps,lo|^c|fi|os|de|cc|ps,21,42,1,0,312,55439,false
order,5,11,9696640194,lo|^c|fi|os|de|cc|ps,lo|^c|fi|os|de|cc|ps,21,42,1,0,317,51886,false
order,5,12,6621545651,lo|^c|fi|os|de|cc|ps,lo|^c|fi|os|de|cc|ps,21,42,1,0,321,56101,false
order,5,13,2492462788,lo|^c|fi|os|de|cc|ps,lo|^c|fi|os|de|cc|ps,21,42,1,0,300,56968,false
order,5,14,3404588599,lo|^c|fi|os|de|cc|ps,lo|^c|fi|os|de|cc|ps,21,42,1,0,324,58592,false
order,5,15,2330977742,lo|^c|fi|os|de|cc|ps,lo|^c|fi|os|de|cc|ps,21,42,1,0,300,54897,false
order,5,16,6361187489,lo|^c|fi|os|de|cc|ps,lo|^c|fi|os|de|cc|ps,21,42,1,0,290,57522,false
order,5,17,2805026820,lo|^c|fi|os|de|cc|ps,lo|^c|fi|os|de|cc|ps,21,42,1,0,321,54415,false
order,5,18,4323456912,lo|^c|fi|os|de|cc|ps,lo|^c|fi|os|de|cc|ps,21,42,1,0,304,53637,false
order,5,19,8361101999,lo|^c|fi|os|de|cc|ps,lo|^c|fi|os|de|cc|ps,21,42,1,1,306,52380,false
