Nome,Depth,i,seed,Melhor_solucao,Melhor_solucao_shrunk,Melhor_fitness,Nossa_fitness,Numero_de_comparacoes,Tempo_avaliacao,Tempo_para_encontrar_melhor_solucao,Tempo_total,Timed_out
balance,5,24,5236888092,^<[^]*>>$,^<[^]*>>$,25,57,17535,0,8772,856172,true
alphabetical,5,2,1632819610,t[a-e][^s][ -a]\w?[a-r][e-t][n-t],t[a-e][^s][ -a]\w?[a-r][e-t][n-t],11,28,554158,0,182488,200552,true
alphabetical,5,3,1412034944,[st]\W[e-t]* ,[st]\W[e-t]* ,10,27,311864,0,204583,292714,true
balance,5,25,1337360711,(>>)<+>\W<+\1>,(>>)<+>\W<+\#>,24,56,183136,0,195149,679207,true
alphabetical,5,4,9724161943,sn|trr|[a-e][^rt]\wr|nan|t$,sn|trr|[a-e][^rst]\wr|nan|t$,11,28,453196,1,338076,371273,true
alphabetical,5,5,4037724866,t[a-e][e-s] \w?[a-r][e-t][n-t],t[a-e][e-s] \w?[a-r][e-t][n-t],10,27,402533,0,108030,150305,true
alphabetical,5,6,8370032799,r[^]sn| te[a-r]t|$,r[^]sn| te[a-r]t|$,10,27,487076,0,126198,152911,true
alphabetical,5,7,2767986875,e\w[a-n][e-s][e-t] [st],e\w[a-n][e-s][e-t] [st],11,28,123209,0,30382,206302,true
balance,5,26,7659837985,((^<?))\1<<[^]*>\1>$,((^<?))\#<<[^]*>\1>$,26,58,295741,0,328771,646131,true
alphabetical,5,8,3141506592,r\Dsen|n[^e][n-r]|n$,r\Dsen|n[^e][n-r]|n$,10,27,111895,0,34137,231234,true
alphabetical,5,9,3313543896,a^a|rr |e[^r][a-e][e-r]|[rst]a$,a^a|rr |e[^r][a-e][e-r]|[rst]a$,13,30,569171,0,139390,151657,true
balance,5,27,2521100877,^<[^]+>>$,^<[^]+>>$,25,57,539426,0,16855349,16952398,true
alphabetical,5,10,8657690939,s[^]r |[n-r]t\D[rst]\D,s.r |[n-r]t\D[rst]\D,10,27,201233,0,16434861,16599204,true
alphabetical,5,11,9696640194,r[e-t]*[ -r]t[e-r][a-r],r[e-t]*[ -r]t[e-r][a-r],9,26,270413,0,109068,237640,true
alphabetical,5,12,6621545651,e\w[a-n][e-s][e-t] [st],e\w[a-n][e-s][e-t] [st],11,28,66309,0,12471,118457,true
alphabetical,5,13,2492462788,  ^s[e-t]n|t[e-n][a-n]|[ -e][rst]?[ -e]t?[n-r]*$,  ^s[e-t]n|t[e-n][a-n]|[ -e][rst]?[ -e]t?[n-r]*$,10,27,427637,0,134969,222328,true
alphabetical,5,14,3404588599,ase|^t|[n-r]t\D[rst]\D[rst],ase|^t|[n-r]t\D[rst]\D[rst],11,28,381825,0,92399,140737,true
balance,5,28,8801535107,<\W>\W((>|^>[^<]<))\2<\W\W+\2$,<\W>\W((>|^>[^<]<))\2<\W\W+\2$,26,58,94548,0,120294,769772,true
alphabetical,5,15,2330977742,t\B[^r]a|[n-r]t\D[rst]\D[rst]|t\D$,t\B[^r]a|[n-r]t\D[rst]\D[rst]|t\D$,11,28,96253,0,18002,274695,true
alphabetical,5,16,6361187489,tea|[n-r]t\D[rst]\D[rst]|t\D$,tea|[n-r]t\D[rst]\D[rst]|t\D$,11,28,569962,0,137803,144375,true
alphabetical,5,17,2805026820,trerta|nr[^t]e |^ts|sn|(t)?[a-e][ -n]\1[a-e][ -r],trerta|nr[^t]e |^ts|sn|(t)?[a-e][ -n]\#[a-e][ -r],9,26,415719,0,255605,461770,true
alphabetical,5,18,4323456912,e\w[a-n][e-s][e-t] [st],e\w[a-n][e-s][e-t] [st],11,28,477343,0,214703,311604,true
alphabetical,5,19,8361101999,e\w[a-n][e-s][e-t] [st],e\w[a-n][e-s][e-t] [st],11,28,282713,0,57094,125287,true
alphabetical,5,20,9935136846,sent| ^e|[e-n] e|st *s|[st]$,s{0}ent| ^e|[e-n] e|st *s|[st]$,10,27,326170,0,233780,331864,true
alphabetical,5,21,5217407358,[e-n][^rn][e-n][e-t]\D,[e-n][^n-r][e-n][e-t]\D,11,28,166119,0,54722,138532,true
alphabetical,5,22,5619256299,e\w[a-n][e-s][e-t] [st],e\w[a-n][e-s][e-t] [st],11,28,589023,0,226774,229277,true
alphabetical,5,23,4560422870,e\w[a-n][e-s][e-t] [st],e\w[a-n][e-s][e-t] [st],11,28,517494,0,103788,123461,true
balance,5,29,9651599436,[^>]<\W+<\W(>>)\1<\W\W\W|^<+(>|^<|<><?)+$,[^>]<\W+<\W(>>)\1<\W\W\W|^<+(>|^<|<><?)+$,28,60,89276,0,144676,2300356,true
alphabetical,5,24,5236888092,s[rst]\D*[n-r]t\D?[rst],s[rst]\D*[n-r]t{0}\D?[rst],12,29,408268,0,92924,206733,true
alphabetical,5,25,1337360711,^tr|[rst][^t]sn|[ -e][ -r]a[a-n]|[a-r]\we[ -r][e-s][rst]|s[e-r][a-r]$,^tr|[rst][^t]sn|[ -e][ -r]a[a-n]|[a-r]\we[ -r][e-s][rst]|s[e-r][a-r]$,13,30,555737,0,487970,516148,true
alphabetical,5,26,7659837985,e\w[a-n][e-s][e-t] [st],e\w[a-n][e-s][e-t] [st],11,28,322981,0,85751,178381,true
alphabetical,5,27,2521100877,e\w[a-n][e-s][e-t] [st],e\w[a-n][e-s][e-t] [st],11,28,548255,0,145782,160058,true
alphabetical,5,28,8801535107,e[^r][a-e][e-r],e[^r][a-e][e-r],11,28,95938,0,19815,255741,true
alphabetical,5,29,9651599436,t[ -a]?[a-t][a-r][st][e-r]|[st]$,t[ -a]?[a-t][a-r][st][e-r]|[st]$,10,27,496864,0,162801,190710,true
