Nome,Depth,i,Melhor_solucao,Melhor_fitness,Numero_de_comparacoes,Tempo_para_encontrar_melhor_solucao,Tempo_total,Timed_out
aman-aplan,6,30,pux|[^ng]k|^m|^r|la|e[^ry]$,36,183129,13194,39730,false
aman-aplan,7,1,ike|e[^r]$|v[^c]c|x|^mu|^k|^r|la,37,45581,4942,45708,false
aman-aplan,7,2,^k|oo|^r|e[^r]$,36,460160,29824,38413,false
aman-aplan,7,3,x|d$|^k|^t|^r|c$|oo[^uv],36,269930,20276,45478,false
aman-aplan,7,4,^n|x|d$|ev|^m|^t|^r|^k|ah$,36,136661,9483,39977,false
aman-aplan,7,5,x|oo|^k|^t|^r|d$|v[^p][^y]$,37,142636,10542,40348,false
aman-aplan,7,6,x|oo[^ac]|v|^k|^t|^r|dru|d$,36,476603,33713,41631,false
aman-aplan,7,7,^k|^r|e[^ry]$|e^|oo,36,600095,40813,40814,false
aman-aplan,7,8,x|oo|^k|^t|^r|v|d|h$,35,391020,27081,41484,false
aman-aplan,7,9,[^t]ah|oo|^k|^t|^r|x|d$,36,412595,28539,43103,false
aman-aplan,7,10,x|v|d|^k|^t|^r|oo,35,25431,2210,39539,false
aman-aplan,7,11,^x|x|d$|ev|^m|^k|^t|^r|oo,37,369839,26135,40721,false
aman-aplan,7,12,cx|^k|^m|^r|c$|e[^rf]$,36,82766,4934,40152,false
aman-aplan,7,13,oo[^x]|x|mu|^t|^r|^k|d$,36,318152,22117,40872,false
aman-aplan,7,14,^r|e[^ry]$|oo|c$,36,465004,33015,43483,false
aman-aplan,7,15,x|^k|^t|^r|v|oo|[^nys]d,36,347926,23074,42327,false
aman-aplan,7,16,rd[^ss]|oo|^k|^r|e[^ry]$,37,440739,29405,40391,false
aman-aplan,7,17,x|oo|^k|^t|d$|^r|ss^ky$,35,31146,2886,39330,false
aman-aplan,7,18,^t|x|^m|^k|^r|d$|el|[^ry]c$,36,397345,30443,44164,false
aman-aplan,7,19,x|ah|^k|^t|^r|ev|d$,35,337120,22552,41988,false
