Nome,Depth,i,seed,Melhor_solucao,Melhor_solucao_shrunk,Melhor_fitness,Maximo_fitness,Matches_on_left,Matches_on_right,Numero_de_comparacoes,Numero_total_de_comparacoes,Tempo_para_encontrar_melhor_solucao,Tempo_total,Timed_out
triples,5,23,4560422870,^[0-4]*[^5][0-6][0-8][2-7],^[0-4]*5[0-6][0-8][2-7],334,630,16,4,229224,400000,34149,58196,false
balance,5,28,8801535107,..>.>><<.+>$,..>.>><<.+>$,258,310,27,0,259066,300000,47177,54433,false
order,5,11,9696640194,^[a-g][b-o]+[e-t],^[a-g][b-o]+[e-t],183,210,20,0,54488,500000,7328,62280,false
glob,5,16,6361187489,[b-e][n-r][^u][ -t][*-r][ -o],[b-e][n-r]u[ -t][*-r][ -o],291,420,16,0,302535,600000,46827,87272,false
triples,5,24,5236888092,[0-3][2-8][3-7][3-9],[0-3][2-8][3-7][3-9],310,630,13,2,379992,400000,59255,61507,false
balance,5,29,9651599436,.><+.><.+>>$,.><+.><.+>>$,258,310,27,0,30781,300000,6284,54219,false
order,5,12,6621545651,^.[b-o][c-t]*.$,^.[b-o][c-t]*.$,195,210,21,0,122652,500000,17918,66467,false
triples,5,25,1337360711,[1-5]{2}[728][3-8],[1-5]{2}[278][3-8],312,630,11,0,339415,400000,52218,61656,false
glob,5,17,2805026820,[ -p][b-e][n-r][^mu],[ -p][b-e][n-r][^mu],300,420,17,1,228657,600000,35341,90444,false
balance,5,1,2967301147,<<>..>.+.>>$,<<>..>.+.>>$,258,310,27,0,245077,400000,43276,70370,false
order,5,13,2492462788,^.[b-o][c-t]*.$,^.[b-o][c-t]*.$,195,210,21,0,404582,500000,57542,69390,false
triples,5,26,7659837985,^[^5].[0-8][2-7][1-8],^5.[0-8][2-7][1-8],309,630,12,1,151301,400000,23577,59450,false
glob,5,18,4323456912,[c-t][b-w][d-t][ -d][ -e][m-s],[c-t][b-w][d-t][ -d][ -e][m-s],310,420,20,3,228190,600000,34053,85272,false
balance,5,1,5600405384,<<>..>.+.>>$,<<>..>.+.>>$,258,310,27,0,15384,400000,3858,88497,false
order,5,14,3404588599,^.[b-o]+[i-z]*$,^.[b-o]+[i-z]*$,195,210,21,0,27647,500000,5288,68116,false
triples,5,27,2521100877,^[0-4]*.[0-6]8*[2-7],^[0-4]*.[0-6]8*[2-7],340,630,17,5,189538,400000,25448,58666,false
triples,5,28,8801535107,^.?[5-8]*.[0-5][2-7]{2},^.?[5-8]*.[0-5][2-7]{2},337,630,12,0,172190,400000,26783,59388,false
order,5,15,2330977742,^[a-g]+[b-o][f-w],^[a-g]+[b-o][f-w],183,210,20,0,194500,500000,25611,64836,false
balance,5,2,1632819610,<<>..>.+.>>$,<<>..>.+.>>$,258,310,27,0,276821,400000,47661,71677,false
glob,5,19,8361101999,^.[e-w][*-w]+[c-n][ -g]+\B,^.[e-w][*-w]+[c-n][ -g]+\B,294,420,18,2,499493,600000,79657,94203,false
triples,5,29,9651599436,^[^5].0*[0-7][2-7],^5.0*[0-7][2-7],342,630,14,2,72648,400000,12733,57552,false
order,5,16,6361187489,^[a-g]*[f-z]*$,^[a-g]*[f-z]*$,196,210,21,0,202318,500000,27230,62460,false
balance,5,3,1412034944,..<.><.*><?>$,..<.><.*><?>$,267,310,28,0,323545,400000,67401,82873,false
glob,5,20,9935136846,[ -r][k-t][e-o][e-y][e-v][^ unh]{2},[ -r][k-t][e-o][e-y][e-v][^ hnu]{2},325,420,20,2,529933,600000,76654,86963,false
order,5,17,2805026820,^[a-g][b-o]+[e-t],^[a-g][b-o]+[e-t],183,210,20,0,107464,500000,14333,60754,false
triples,5,1,2967301147,^..3?[0-8][2-5][1-8],^..3?[0-8][2-5][1-8],310,630,11,0,253893,500000,38337,69653,false
balance,5,4,9724161943,..<.><.+>>$,..<.><.+>>$,259,310,27,0,156159,400000,37230,79958,false
glob,5,21,5217407358,e*[b-r][pqr][b-r][^cro],e*[b-r][pqr][b-r][^cor],297,420,16,0,319555,600000,53366,89480,false
order,5,18,4323456912,^[a-m][b-t]+[^]$,^[a-m][b-t]+.$,184,210,21,1,498416,500000,68185,68418,false
triples,5,1,5600405384,^[^58][0-6]0*[0-7][2-9],^[^58][0-6]0*[0-7][2-9],337,630,15,3,77689,500000,11873,70346,false
balance,5,5,4037724866,<.+<.><.+>>$,<.+<.><.+>>$,258,310,27,0,12636,400000,3556,74022,false
order,5,19,8361101999,^..[c-t]{2}[f-z]*$,^..[c-t]{2}[f-z]*$,192,210,21,0,55773,500000,8607,67286,false
triples,5,2,1632819610,^.?.[0-4]*.[0-6][2-9].?[0-7]*$,^.?.[0-4]*.[0-6][2-9].?[0-7]*$,360,630,18,5,193126,500000,28228,73604,false
glob,5,22,5619256299,[b-e][n-v]+[b-w][ -t][e-r][ -o],[b-e][n-v]+[b-w][ -t][e-r][ -o],329,420,18,0,483679,600000,76068,94616,false
balance,5,6,8370032799,..<+.><.+><?>$,..<+.><.+><?>$,266,310,28,0,279616,400000,47628,71678,false
order,5,20,9935136846,^.[b-o]*[i-z]+$,^.[b-o]*[i-z]+$,195,210,21,0,322422,500000,43058,67498,false
triples,5,3,1412034944,^8*[0-3]*.8*[0-6][2-7],^8*[0-3]*.8*[0-6][2-7],368,630,18,5,459345,500000,67799,74304,false
glob,5,23,4560422870,[ -p][^xh][e-r][^uvam][b-e],[ -p][^hx][e-r][^amuv][b-e],313,420,18,1,137342,600000,21337,86845,false
order,5,21,5217407358,^[a-m][b-o]..[f-z]*$,^[a-m][b-o]..[f-z]*$,190,210,21,0,219737,500000,27949,61637,false
balance,5,7,2767986875,<<>..>.+.>.?>$,<<>..>.+.>.?>$,256,310,28,1,315529,400000,64089,84041,false
triples,5,4,9724161943,^[0-4]*.[0-6][78]*[2-6],^[0-4]*.[0-6][78]*[2-6],337,630,17,5,291358,500000,42514,70630,false
glob,5,24,5236888092,[^akdcrh][ -r][i-s][d-g],[^acdhkr][ -r][i-s][d-g],316,420,20,3,387478,600000,57287,87029,false
order,5,22,5619256299,^[a-m][b-p]+[f-z]*$,^[a-m][b-p]+[f-z]*$,191,210,21,0,181432,500000,26153,65500,false
triples,5,5,4037724866,[0-8][2-7][1-9]..[0-8]{2}$,[0-8][2-7][1-9]..[0-8]{2}$,334,630,12,0,117385,500000,18990,69599,false
balance,5,8,3141506592,..<.><.*>>$,..<.><.*>>$,259,310,27,0,196831,400000,47233,90092,false
order,5,23,4560422870,^.[b-o]+[n-z]*$,^.[b-o]+[n-z]*$,195,210,21,0,477890,500000,62468,65778,false
glob,5,25,1337360711,[^zg][n-r].[a-r][l-t][ -p][^o],[^gz][n-r].[a-r][l-t][ -p]o,310,420,18,1,358207,600000,50193,85701,false
triples,5,6,8370032799,[1-5]{2}[728][1-7],[1-5]{2}[278][1-7],312,630,11,0,26932,500000,5538,71780,false
balance,5,9,3313543896,<<.>...<+.>.*>$,<<.>...<+.>.*>$,265,310,28,0,277854,400000,54875,79400,false
order,5,24,5236888092,^[a-m][b-o][b-t]+.$,^[a-m][b-o][b-t]+.$,191,210,21,0,439431,500000,58890,68476,false
glob,5,26,7659837985,[ -p][b-e][n-r][ -t],[ -p][b-e][n-r][ -t],280,420,16,1,325095,600000,47094,84818,false
triples,5,7,2767986875,[0-8][2-7][1-8]..[0-8][^9]$,[0-8][2-7][1-8]..[0-8]9$,333,630,12,0,234266,500000,36090,73646,false
balance,5,10,8657690939,<<>..>..+>>$,<<>..>..+>>$,258,310,27,0,340265,400000,64786,75689,false
order,5,25,1337360711,^.[b-o][c-t]*.$,^.[b-o][c-t]*.$,195,210,21,0,335357,500000,48943,70082,false
glob,5,27,2521100877,[c-t][b-w][d-r]+[*-g][ -h][m-t],[c-t][b-w][d-r]+[*-g][ -h][m-t],309,420,19,2,478754,600000,70382,87774,false
triples,5,8,3141506592,^0*8*..[0-7][2-7],^0*8*..[0-7][2-7],373,630,16,3,59181,500000,9873,72944,false
order,5,26,7659837985,^[a-m][b-o]..[f-z]+$,^[a-m][b-o]..[f-z]+$,190,210,21,0,247052,500000,30567,62899,false
balance,5,11,9696640194,<<.>...<+.>.*>$,<<.>...<+.>.*>$,265,310,28,0,256274,400000,40524,77930,false
triples,5,9,3313543896,[2-5][1-5].[0-7].[0-7]*$,[2-5][1-5].[0-7].[0-7]*$,306,630,11,0,76346,500000,11732,69311,false
order,5,27,2521100877,^a*[b-o]{2}[e-t],^a*[b-o]{2}[e-t],184,210,21,1,234891,500000,28817,62107,false
glob,5,28,8801535107,[b-e][n-r].*[st],[b-e][n-r].*[st],284,420,17,2,293937,600000,42061,87583,false
balance,5,12,6621545651,..<.><.+>>$,..<.><.+>>$,259,310,27,0,397039,400000,82010,82679,false
order,5,28,8801535107,^.?....[i-z]$,^.{5}[i-z]$,197,210,21,0,113074,500000,16608,73993,false
triples,5,10,8657690939,^.[^83][0-8][0-7],^.[^38][0-8][0-7],313,630,19,8,285698,500000,44639,78646,false
glob,5,29,9651599436,[e-s].[ -r][i-s][b-e],[e-s].[ -r][i-s][b-e],299,420,19,3,156115,600000,21243,89566,false
balance,5,13,2492462788,..<.><.*>>$,..<.><.*>>$,259,310,27,0,13869,400000,5163,81086,false
long-count,5,1,2967301147,^ ,^ ,-2,270,0,0,1116,300000,557,21993,false
order,5,29,9651599436,^[a-m][b-o].*[i-z]$,^[a-m][b-o].*[i-z]$,191,210,21,0,110954,500000,16083,61626,false
long-count,5,1,5600405384,  ,  ,-2,270,0,0,273,300000,196,23414,false
triples,5,11,9696640194,^.[^38][0-8][0-7].*[2-6],^.[^38][0-8][0-7].*[2-6],336,630,17,5,378630,500000,55223,72059,false
long-count,5,2,1632819610,^$,^$,-2,270,0,0,598,300000,340,22481,false
balance,5,14,3404588599,..<.><.+>>$,..<.><.+>>$,259,310,27,0,142319,400000,25915,73821,false
long-count,5,3,1412034944,^$,^$,-2,270,0,0,670,300000,378,21462,false
order,5,1,2967301147,^[a-h]*...[f-z]?.$,^[a-h]*...[f-z]?.$,192,210,21,0,561484,600000,77751,82881,false
long-count,5,4,9724161943,^ ,^ ,-2,270,0,0,347,300000,231,22848,false
triples,5,12,6621545651,[^08][1-5][2-8][3-7].,[^08][1-5][2-8][3-7].,339,630,12,0,318276,500000,46537,72985,false
long-count,5,5,4037724866,^ ,^ ,-2,270,0,0,493,300000,290,22335,false
balance,5,15,2330977742,<<>..>.+.>>$,<<>..>.+.>>$,258,310,27,0,66978,400000,13214,76470,false
long-count,5,6,8370032799,^$,^$,-2,270,0,0,562,300000,292,22691,false
order,5,1,5600405384,^[a-e]*[f-z]+$,^[a-e]*[f-z]+$,196,210,21,0,593140,600000,76978,77947,false
long-count,5,7,2767986875, $, $,-2,270,0,0,1,300000,111,22623,false
triples,5,13,2492462788,([0-8][0-7]){2}[^267][012],([0-8][0-7]){2}[^267][012],334,630,17,5,321187,500000,50377,76155,false
long-count,5,8,3141506592,  ,  ,-2,270,0,0,507,300000,305,22652,false
balance,5,16,6361187489,^<<.*<>.<..>,^<<.*<>.<..>,258,310,28,1,74702,400000,11985,62631,false
long-count,5,9,3313543896,^ ,^ ,-2,270,0,0,275,300000,166,24097,false
long-count,5,10,8657690939,^ ,^ ,-2,270,0,0,790,300000,493,20041,false
triples,5,14,3404588599,.[0-3][1-9]+[475][3-8],.[0-3][1-9]+[457][3-8],338,630,13,1,167660,500000,25232,73843,false
order,5,2,1632819610,^a*[b-m]+[i-z]*\b,^a*[b-m]+[i-z]*\b,193,210,21,0,294895,600000,48486,85070,false
long-count,5,11,9696640194,  ,  ,-2,270,0,0,809,300000,410,23633,false
balance,5,17,2805026820,<<>..>+<..+>$,<<>..>+<..+>$,257,310,28,1,227250,400000,37459,68441,false
long-count,5,12,6621545651,^$,^$,-2,270,0,0,2,300000,44,22063,false
long-count,5,13,2492462788, $, $,-2,270,0,0,112,300000,99,21571,false
triples,5,15,2330977742,^8*[0-4]*.[0-6][2-8]*[567],^8*[0-4]*.[0-6][2-8]*[567],364,630,16,3,69009,500000,11488,74592,false
order,5,3,1412034944,\b.[b-h]*[i-z]*$,\b.[b-h]*[i-z]*$,194,210,21,0,446509,600000,61548,83280,false
long-count,5,14,3404588599, $, $,-2,270,0,0,217,300000,145,21861,false
balance,5,18,4323456912,..<.><.+>>$,..<.><.+>>$,259,310,27,0,397438,400000,65530,66470,false
long-count,5,15,2330977742,^$,^$,-2,270,0,0,1789,300000,788,21943,false
long-count,5,16,6361187489,^$,^$,-2,270,0,0,549,300000,328,22461,false
triples,5,16,6361187489,^.[0-6][0-7]*..[0-5].[2-7],^.[0-6][0-7]*..[0-5].[2-7],334,630,16,4,466974,500000,68145,73420,false
order,5,4,9724161943,^[a-g]*[f-z]*$,^[a-g]*[f-z]*$,196,210,21,0,548316,600000,74724,81328,false
long-count,5,17,2805026820, $, $,-2,270,0,0,273,300000,187,23662,false
balance,5,19,8361101999,<<.>...<+.>.*>$,<<.>...<+.>.*>$,265,310,28,0,187530,400000,37147,75115,false
long-count,5,18,4323456912, $, $,-2,270,0,0,2202,300000,866,22497,false
long-count,5,19,8361101999, $, $,-2,270,0,0,5,300000,54,21436,false
triples,5,17,2805026820,1*[3-9][0-3].*[1-5][789][^3],1*[3-9][0-3].*[1-5][789]3,362,630,13,0,205746,500000,32719,72017,false
long-count,5,20,9935136846, $, $,-2,270,0,0,3,300000,54,23119,false
balance,5,20,9935136846,<>*<.><.+>>$,<>*<.><.+>>$,258,310,27,0,17664,400000,4440,75854,false
order,5,5,4037724866,^.[c-o][c-t]*.$,^.[c-o][c-t]*.$,195,210,21,0,123559,600000,18872,85809,false
long-count,5,21,5217407358, $, $,-2,270,0,0,536,300000,330,22681,false
triples,5,18,4323456912,^8*.[^3][0-7][2-7],^8*.3[0-7][2-7],342,630,12,0,150249,500000,22678,68897,false
long-count,5,22,5619256299,  ,  ,-2,270,0,0,565,300000,353,21292,false
long-count,5,23,4560422870,  ,  ,-2,270,0,0,138,300000,115,22702,false
balance,5,21,5217407358,^<<.*<>.<..>,^<<.*<>.<..>,258,310,28,1,7390,400000,2455,74420,false
order,5,6,8370032799,^[a-g][b-o]+[e-t],^[a-g][b-o]+[e-t],183,210,20,0,101905,600000,13407,79484,false
long-count,5,24,5236888092,^$,^$,-2,270,0,0,1232,300000,503,22424,false
triples,5,19,8361101999,^0*8*..[0-7][2-7],^0*8*..[0-7][2-7],373,630,16,3,109906,500000,18141,74028,false
long-count,5,25,1337360711,^ ,^ ,-2,270,0,0,505,300000,262,22019,false
long-count,5,26,7659837985, $, $,-2,270,0,0,608,300000,351,20294,false
order,5,7,2767986875,^.[b-o][c-t]*.$,^.[b-o][c-t]*.$,195,210,21,0,567283,600000,72773,76777,false
balance,5,22,5619256299,<.*<.><.+>.?>$,<.*<.><.+>.?>$,266,310,28,0,11955,400000,4196,86056,false
long-count,5,27,2521100877, $, $,-2,270,0,0,137,300000,107,22721,false
triples,5,20,9935136846,^8*..[0-7][2-7],^8*..[0-7][2-7],315,630,12,1,333594,500000,46591,68106,false
long-count,5,28,8801535107, $, $,-2,270,0,0,137,300000,115,22269,false
long-count,5,29,9651599436, $, $,-2,270,0,0,474,300000,279,21999,false
order,5,8,3141506592,^[ab]*[b-o]+...$,^[ab]*[b-o]+...$,194,210,21,0,129239,600000,20036,81199,false
balance,5,23,4560422870,<>*<.><.*>>$,<>*<.><.*>>$,258,310,27,0,118013,400000,22978,75785,false
long-count,5,1,2967301147,^ ,^ ,-2,270,0,0,1116,400000,476,29519,false
triples,5,21,5217407358,^[0-6]*[^5].[0-7][0-7][2-9],^[0-6]*5.[0-7]{2}[2-9],333,630,18,6,297467,500000,41866,72653,false
long-count,5,1,5600405384,  ,  ,-2,270,0,0,273,400000,199,30373,false
long-count,5,2,1632819610,^$,^$,-2,270,0,0,598,400000,413,28794,false
balance,5,24,5236888092,..<.><.*>>$,..<.><.*>>$,259,310,27,0,326573,400000,59653,71688,false
order,5,9,3313543896,^[a-m]*.[o-y]*[i-z]$,^[a-m]*.[o-y]*[i-z]$,190,210,21,0,431249,600000,58198,78983,false
triples,5,22,5619256299,^[0-4]*.[0-6][2-8]*[567],^[0-4]*.[0-6][2-8]*[567],336,630,15,3,474521,500000,69513,72414,false
long-count,5,3,1412034944,^$,^$,-2,270,0,0,670,400000,330,28767,false
long-count,5,4,9724161943,^ ,^ ,-2,270,0,0,347,400000,237,28960,false
balance,5,25,1337360711,<<.[^<]...<+.>.*>$,<<.<...<+.>.*>$,262,310,28,0,136753,400000,23892,74289,false
order,5,10,8657690939,^[a-h]*[i-z]*$,^[a-h]*[i-z]*$,196,210,21,0,407050,600000,55994,82142,false
triples,5,23,4560422870,^[0-4]*[^5][0-6][0-8][2-7],^[0-4]*5[0-6][0-8][2-7],334,630,16,4,229224,500000,32472,69468,false
long-count,5,5,4037724866,^ ,^ ,-2,270,0,0,493,400000,299,30885,false
long-count,5,6,8370032799,^$,^$,-2,270,0,0,562,400000,319,30435,false
balance,5,26,7659837985,..<.><.*>.?>$,..<.><.*>.?>$,267,310,28,0,318412,400000,58385,75865,false
long-count,5,7,2767986875, $, $,-2,270,0,0,1,400000,46,29210,false
order,5,11,9696640194,^[a-g][b-o]+[e-t],^[a-g][b-o]+[e-t],183,210,20,0,54488,600000,7758,77579,false
triples,5,24,5236888092,[0-3][2-8][3-7][3-9],[0-3][2-8][3-7][3-9],310,630,13,2,379992,500000,59786,74728,false
long-count,5,8,3141506592,  ,  ,-2,270,0,0,507,400000,344,28067,false
long-count,5,9,3313543896,^ ,^ ,-2,270,0,0,275,400000,186,29105,false
balance,5,27,2521100877,..<.><.*>>$,..<.><.*>>$,259,310,27,0,235492,400000,40026,68582,false
triples,5,25,1337360711,[1-5]{2}[728][3-8],[1-5]{2}[278][3-8],312,630,11,0,339415,500000,51060,74650,false
order,5,12,6621545651,^.[b-o][c-t]*.$,^.[b-o][c-t]*.$,195,210,21,0,122652,600000,17919,79044,false
long-count,5,10,8657690939,^ ,^ ,-2,270,0,0,790,400000,515,27040,false
long-count,5,11,9696640194,  ,  ,-2,270,0,0,809,400000,386,29646,false
balance,5,28,8801535107,..>.>><<.+>$,..>.>><<.+>$,258,310,27,0,259066,400000,48224,74698,false
triples,5,26,7659837985,^[^5].[0-8][2-7][1-8],^5.[0-8][2-7][1-8],309,630,12,1,151301,500000,24097,73435,false
long-count,5,12,6621545651,^$,^$,-2,270,0,0,2,400000,49,29558,false
order,5,13,2492462788,^.[b-o][c-t]*.$,^.[b-o][c-t]*.$,195,210,21,0,404582,600000,57588,85003,false
long-count,5,13,2492462788, $, $,-2,270,0,0,112,400000,107,28394,false
balance,5,29,9651599436,.><+.><.+>>$,.><+.><.+>>$,258,310,27,0,30781,400000,6504,71443,false
long-count,5,14,3404588599, $, $,-2,270,0,0,217,400000,152,28960,false
triples,5,27,2521100877,^[0-4]*.[0-6]8*[2-7],^[0-4]*.[0-6]8*[2-7],340,630,17,5,189538,500000,26782,72574,false
order,5,14,3404588599,^.[b-o]+[i-z]*$,^.[b-o]+[i-z]*$,195,210,21,0,27647,600000,5031,81116,false
long-count,5,15,2330977742,^$,^$,-2,270,0,0,1789,400000,700,29067,false
long-count,5,16,6361187489,^$,^$,-2,270,0,0,549,400000,401,29356,false
triples,5,28,8801535107,^.?[5-8]*.[0-5][2-7]{2},^.?[5-8]*.[0-5][2-7]{2},337,630,12,0,172190,500000,27192,75067,false
balance,5,1,2967301147,<<>..>.+.>>$,<<>..>.+.>>$,258,310,27,0,245077,500000,44376,88684,false
long-count,5,17,2805026820, $, $,-2,270,0,0,273,400000,172,29890,false
order,5,15,2330977742,^[a-g]+[b-o][f-w],^[a-g]+[b-o][f-w],183,210,20,0,194500,600000,25219,77201,false
long-count,5,18,4323456912, $, $,-2,270,0,0,2202,400000,804,28837,false
triples,5,29,9651599436,^[^5].0*[0-7][2-7],^5.0*[0-7][2-7],342,630,14,2,72648,500000,12176,75191,false
long-count,5,19,8361101999, $, $,-2,270,0,0,5,400000,50,28331,false
order,5,16,6361187489,^[a-g]*[f-z]*$,^[a-g]*[f-z]*$,196,210,21,0,202318,600000,26034,75540,false
balance,5,1,5600405384,<<>..>.+.>>$,<<>..>.+.>>$,258,310,27,0,15384,500000,3770,106640,false
long-count,5,20,9935136846, $, $,-2,270,0,0,3,400000,47,30060,false
long-count,5,21,5217407358, $, $,-2,270,0,0,536,400000,290,28284,false
triples,5,1,2967301147,^..3?[0-8][2-5][1-8],^..3?[0-8][2-5][1-8],310,630,11,0,253893,600000,39004,85269,false
order,5,17,2805026820,^[a-m]+[l-z]+\b,^[a-m]+[l-z]+\b,195,210,21,0,524341,600000,64971,74988,false
long-count,5,22,5619256299,  ,  ,-2,270,0,0,565,400000,326,28529,false
long-count,5,23,4560422870,  ,  ,-2,270,0,0,138,400000,122,29132,false
balance,5,2,1632819610,<<>..>.+.>>$,<<>..>.+.>>$,258,310,27,0,276821,500000,48348,103377,false
long-count,5,24,5236888092,^$,^$,-2,270,0,0,1232,400000,498,29174,false
triples,5,1,5600405384,^[^58][0-6]0*[0-7][2-9],^[^58][0-6]0*[0-7][2-9],337,630,15,3,77689,600000,12239,84890,false
order,5,18,4323456912,^.?....[i-z]$,^.{5}[i-z]$,197,210,21,0,541639,600000,75260,85568,false
long-count,5,25,1337360711,^ ,^ ,-2,270,0,0,505,400000,369,28834,false
long-count,5,26,7659837985, $, $,-2,270,0,0,608,400000,336,26207,false
balance,5,3,1412034944,..<.><.*><?>$,..<.><.*><?>$,267,310,28,0,323545,500000,68536,108396,false
long-count,5,27,2521100877, $, $,-2,270,0,0,137,400000,101,29752,false
triples,5,2,1632819610,^.?.[0-4]*.[0-6][2-9].?[0-7]*$,^.?.[0-4]*.[0-6][2-9].?[0-7]*$,360,630,18,5,193126,600000,28793,86455,false
order,5,19,8361101999,^..[c-t]{2}[f-z]*$,^..[c-t]{2}[f-z]*$,192,210,21,0,55773,600000,8573,83381,false
long-count,5,28,8801535107, $, $,-2,270,0,0,137,400000,110,28971,false
long-count,5,29,9651599436, $, $,-2,270,0,0,474,400000,228,30020,false
order,5,20,9935136846,^.[b-o]*[i-z]+$,^.[b-o]*[i-z]+$,195,210,21,0,322422,600000,42351,78848,false
triples,5,3,1412034944,^8*[0-3]*.8*[0-6][2-7],^8*[0-3]*.8*[0-6][2-7],368,630,18,5,459345,600000,67905,88360,false
balance,5,4,9724161943,..<.><.+>>$,..<.><.+>>$,259,310,27,0,156159,500000,38084,100164,false
long-count,5,1,2967301147,^ ,^ ,-2,270,0,0,1116,500000,534,35918,false
long-count,5,1,5600405384,  ,  ,-2,270,0,0,273,500000,183,35787,false
order,5,21,5217407358,^[a-m][b-o]..[f-z]*$,^[a-m][b-o]..[f-z]*$,190,210,21,0,219737,600000,29241,75630,false
triples,5,4,9724161943,^[0-4]*.[0-6][78]*[2-6],^[0-4]*.[0-6][78]*[2-6],337,630,17,5,291358,600000,43498,86321,false
long-count,5,2,1632819610,^$,^$,-2,270,0,0,598,500000,332,35600,false
balance,5,5,4037724866,<.+<.><.+>>$,<.+<.><.+>>$,258,310,27,0,12636,500000,3569,97179,false
long-count,5,3,1412034944,^$,^$,-2,270,0,0,670,500000,388,36028,false
order,5,22,5619256299,^[a-m][b-o]+...$,^[a-m][b-o]+...$,194,210,21,0,592656,600000,80914,82011,false
long-count,5,4,9724161943,^ ,^ ,-2,270,0,0,347,500000,272,36066,false
triples,5,5,4037724866,[0-8][2-7][1-9]..[0-8]{2}$,[0-8][2-7][1-9]..[0-8]{2}$,334,630,12,0,117385,600000,20129,83781,false
balance,5,6,8370032799,..<+.><.+><?>$,..<+.><.+><?>$,266,310,28,0,279616,500000,48721,95365,false
long-count,5,5,4037724866,^ ,^ ,-2,270,0,0,493,500000,338,37406,false
order,5,23,4560422870,^.[b-o]+[n-z]*$,^.[b-o]+[n-z]*$,195,210,21,0,477890,600000,62310,81214,false
long-count,5,6,8370032799,^$,^$,-2,270,0,0,562,500000,322,37901,false
triples,5,6,8370032799,[1-5]{2}[728][1-7],[1-5]{2}[278][1-7],312,630,11,0,26932,600000,5418,82686,false
long-count,5,7,2767986875, $, $,-2,270,0,0,1,500000,43,34747,false
balance,5,7,2767986875,<<>..>.+.>.?>$,<<>..>.+.>.?>$,256,310,28,1,315529,500000,65745,103436,false
order,5,24,5236888092,^[a-m][b-o][b-t]+.$,^[a-m][b-o][b-t]+.$,191,210,21,0,439431,600000,57164,80640,false
long-count,5,8,3141506592,  ,  ,-2,270,0,0,507,500000,330,36514,false
triples,5,7,2767986875,[0-8][2-7][1-8]..[0-8][^9]$,[0-8][2-7][1-8]..[0-8]9$,333,630,12,0,234266,600000,35767,85791,false
long-count,5,9,3313543896,^ ,^ ,-2,270,0,0,275,500000,174,36730,false
order,5,25,1337360711,^.[b-o][c-t]*.$,^.[b-o][c-t]*.$,195,210,21,0,335357,600000,47675,80056,false
long-count,5,10,8657690939,^ ,^ ,-2,270,0,0,790,500000,414,32531,false
balance,5,8,3141506592,..<.><.*>>$,..<.><.*>>$,259,310,27,0,196831,500000,48503,113156,false
triples,5,8,3141506592,^0*8*..[0-7][2-7],^0*8*..[0-7][2-7],373,630,16,3,59181,600000,10132,88146,false
long-count,5,11,9696640194,  ,  ,-2,270,0,0,809,500000,420,37457,false
order,5,26,7659837985,^[a-m][b-o]..[f-z]+$,^[a-m][b-o]..[f-z]+$,190,210,21,0,247052,600000,31655,77448,false
long-count,5,12,6621545651,^$,^$,-2,270,0,0,2,500000,48,34899,false
balance,5,9,3313543896,<<.>...<+.>.*>$,<<.>...<+.>.*>$,265,310,28,0,277854,500000,53989,95170,false
triples,5,9,3313543896,[1-5]{2}[2-8][3-7].,[1-5]{2}[2-8][3-7].,311,630,11,0,541703,600000,77197,84446,false
long-count,5,13,2492462788, $, $,-2,270,0,0,112,500000,122,35823,false
order,5,27,2521100877,^a*[b-o]{2}[e-t],^a*[b-o]{2}[e-t],184,210,21,1,234891,600000,29479,77296,false
long-count,5,14,3404588599, $, $,-2,270,0,0,217,500000,191,34990,false
long-count,5,15,2330977742,^$,^$,-2,270,0,0,1789,500000,687,35125,false
balance,5,10,8657690939,<<>..>..+>>$,<<>..>..+>>$,258,310,27,0,340265,500000,64393,92948,false
triples,5,10,8657690939,^.[^83][0-8][0-7],^.[^38][0-8][0-7],313,630,19,8,285698,600000,41884,89618,false
order,5,28,8801535107,^.?....[i-z]$,^.{5}[i-z]$,197,210,21,0,113074,600000,16732,83679,false
long-count,5,16,6361187489,^$,^$,-2,270,0,0,549,500000,302,37405,false
long-count,5,17,2805026820, $, $,-2,270,0,0,273,500000,183,34910,false
triples,5,11,9696640194,^.[^38][0-8][0-7].*[2-6],^.[^38][0-8][0-7].*[2-6],336,630,17,5,378630,600000,54495,84058,false
order,5,29,9651599436,^[a-m][b-o].*[i-z]$,^[a-m][b-o].*[i-z]$,191,210,21,0,110954,600000,15789,71589,false
balance,5,11,9696640194,<<.>...<+.>.*>$,<<.>...<+.>.*>$,265,310,28,0,256274,500000,40661,99016,false
long-count,5,18,4323456912, $, $,-2,270,0,0,2202,500000,839,36870,false
powers,5,1,2967301147,^x?x$,^x?x$,15,110,2,0,739,300000,444,16317,false
powers,5,1,5600405384,^x?x$,^x?x$,15,110,2,0,190,300000,144,15908,false
powers,5,2,1632819610,^.?x$,^.?x$,15,110,2,0,345,300000,221,14113,false
long-count,5,19,8361101999, $, $,-2,270,0,0,5,500000,53,35647,false
powers,5,3,1412034944,^x?x$,^x?x$,15,110,2,0,410,300000,282,16259,false
triples,5,12,6621545651,[^08][1-5][2-8][3-7].,[^08][1-5][2-8][3-7].,339,630,12,0,318276,600000,48411,87628,false
powers,5,4,9724161943,^x?x$,^x?x$,15,110,2,0,328,300000,206,15946,false
