Nome,Depth,i,seed,regex,regex_shrunk,Melhor_fitness,Melhor_nosso,Numero_de_comparacoes,Tempo,Tempo_total,Timed_out
backrefs,3,26,9125784630,[l-t][e-h]|f[tuv]f|[l-u][a-y]$,[l-t][e-h]|f[tuv]f|[l-u][a-y]$,12,33,342138,59612,110458,true
powers,5,14,2405681973,^x$|(^x*x?)\1$,^x$|(^x*x?)\#$,7,18,438721,148008,190103,true
balance,1,2,9431657082,^<[^]*>>$,^<[^]*>>$,25,57,248148,59893,200900,true
four,3,7,8261384957,[^y]o[m-p]|it[i-o][mn]a|$,[^y]o[m-p]|it[i-o][mn]a|$,14,35,424341,68348,100224,true
backrefs,3,27,7914823056,[a-t][a-t][a-o][tuv]f|,[a-t][a-t][a-o][tuv]f|,11,32,34078,6688,134663,true
four,3,8,2463075891,[^s]o[m-p]j||W,[^s]o[m-p]j||W,14,35,41210,7672,93974,true
backrefs,3,28,1258360497,[e-h][a-t][a-t][a-e]f||[tuv][n-u][c-t]|[g-n]$,[e-h][a-t][a-t][a-e]f||[tuv][n-u][c-t]|[g-n]$,14,35,210645,37783,120960,true
four,3,9,9135874206,m[^]c^o|[o-t]c|no|[c-t][i-o][mn]|[abc]$,m.c^o|[o-t]c|no|[c-t][i-o][mn]|[abc]$,17,38,531966,89771,106787,true
balance,1,3,1874029365,[^]<^>|(<)\1\W>+>>\W<+\1>,.<^>|(<)\1\W>+>>\W<+\1>,25,57,258460,63504,246590,true
four,3,10,7095231486,[i-o][lm]W|,[i-o][lm]W|,13,34,34990,5969,96552,true
powers,5,15,2738495106,^xx?$,^xx?$,2,13,90784,49393,360800,true
backrefs,3,29,7965023841,^[a-t][e-l]|[c-t][e-t][a-o][tuv]|[g-l]$,^[a-t][e-l]|[c-t][e-t][a-o][tuv]|[g-l]$,18,39,398302,69488,110584,true
four,3,11,9842301657,[c-t][i-o][mn]|[abc]$,[c-t][i-o][mn]|[abc]$,15,36,293810,47471,94740,true
balance,1,4,5691784320,<\W((>)<*)[^>]\W+\1\2$,<\W((>)<*)[^>]\W+\1\2$,27,59,47546,14548,166728,true
backrefs,5,1,4105328976,\b[l-t][e-h]|d^yeu|[c-t][a-o][tuv][e-y]|[n-r][a-y]$,\b[l-t][e-h]|d^yeu|[c-t][a-o][tuv][e-y]|[n-r][a-y]$,16,37,573714,116990,130287,true
four,3,12,2196735084,[o-y][^]j|o|[M-W],[o-y].j|o|[M-W],15,36,115949,21219,96755,true
backrefs,5,1,6370951248,^h|[l-t][e-h]|xl|[l-u][a-y]$,^h|[l-t][e-h]|xl|[l-u][a-y]$,13,34,372417,66815,105442,true
powers,5,16,1069782534,^x?x$,^x?x$,2,13,246,625,296389,true
four,3,13,9067852413,Ma|h^rM[^k]Wir|j|W|v[i-y]|[o-r]\wo|n$,Ma|h^rM[^k]Wir|j|W|v[i-y]|[o-r]\wo|n$,18,39,376794,74660,130804,true
backrefs,5,2,9431657082,^a|yl[a-t]|[a-t][e-t][a-o][tuv]|[g-n]$,^a|yl[a-t]|[a-t][e-t][a-o][tuv]|[g-n]$,15,36,144797,26423,112616,true
balance,1,5,8392760514,<>^<^<>|<\W><[^]*>>$,<>^<^<>|<\W><[^]*>>$,26,58,288553,105848,287373,true
four,3,14,2405681973,Ma|j|W|o[c-o]|vi,Ma|j|W|o[c-o]|vi,16,37,426540,67723,95161,true
backrefs,5,3,1874029365,^h|l[l-t]t|[l-t][e-h]|[l-u][a-y]$,^h|l[l-t]t|[l-t][e-h]|[l-u][a-y]$,13,34,282645,49377,111084,true
four,3,15,2738495106,[^M]o[m-p]|ss[i-o]a|$,[^M]o[m-p]|ss[i-o]a|$,14,35,124624,20798,96240,true
balance,1,6,4612780539,<\W><\W+>[^<]()\1$,<\W><\W+>[^<]()\1$,26,58,279742,64973,159758,true
backrefs,5,4,5691784320,[a-t][a-t][a-o][tuv]f|,[a-t][a-t][a-o][tuv]f|,11,32,34076,5906,109240,true
four,3,16,1069782534,^[c-l][a-l]W||v[i-o]|[mn][l-o],^[c-l][a-l]W||v[i-o]|[mn][l-o],17,38,487678,75926,94599,true
backrefs,5,5,8392760514,h[^]k[e-s]t[b-t]e|[h-t][b-p][a-o][r-v]|[tuv][e-h]|[i-l]$,h.k[e-s]t[b-t]e|[h-t][b-p][a-o][r-v]|[tuv][e-h]|[i-l]$,16,37,534310,105396,121803,true
four,3,17,3018795246,[i-o][lm]W|,[i-o][lm]W|,13,34,583248,91646,95536,true
balance,1,7,8261384957,^<\W+>>$,^<\W+>>$,25,57,289665,72567,167726,true
four,3,18,1736058429,Ma|j|W|o[m-p],Ma|j|W|o[m-p],15,36,196741,31205,92584,true
powers,5,17,3018795246,^x?(\b)(xxxx|$)+\1\b\1,^x?(\b)(xxxx|$)+\#\b\#,6,17,336532,165320,527212,true
backrefs,5,6,4612780539,[m-u][e-h]|[e-h]a|[i-u](b|ra)|k[a-t][a-o][tuv]f|[g-n]$\1,[m-u][e-h]|[e-h]a|[i-u](b|ra)|k[a-t][a-o][tuv]f|[g-n]$\#,14,35,478137,95740,140116,true
balance,1,8,2463075891,<(<<(>)\1\W*<([^]>)+)\2$,<(<<(>)\1\W*<([^]>)+)\2$,26,58,80113,31767,165977,true
four,3,19,6087432195,[l-r][c-l][o-t]W|,[l-r][c-l][o-t]W|,15,36,396698,66223,99303,true
backrefs,5,7,8261384957,[^]k^e|t[a-t][e-t]e|[c-t][e-t][a-o][tuv]|[g-l]$,.k^e|t[a-t][e-t]e|[c-t][e-t][a-o][tuv]|[g-l]$,16,37,313555,56940,118131,true
four,3,20,4925731068,e[e-l][e-o]|g^l|[c-p]o|a$,e[e-l][e-o]|g^l|[c-p]o|a$,18,39,303643,50424,103849,true
backrefs,5,8,2463075891,v|nc|de|[e-u][a-o]t|[tuv][e-h]|[g-n]$,v|nc|de|[e-u][a-o]t|[tuv][e-h]|[g-n]$,13,34,477209,84068,113866,true
four,3,21,3486027915,^[c-l][a-l]|h[c-l]o|W|Ma|[i-p][i-s][mno],^[c-l][a-l]|h[c-l]o|W|Ma|[i-p][i-s][mno],20,41,443364,79286,108022,true
powers,5,18,1736058429,(^x*)\1$,(^x*)\1$,6,17,490676,253402,311077,true
balance,1,9,9135874206,><[^>]<^<>?<|^<\1<\W*<[<=>]>\1<\W*?((>))\2>\2,><[^>]<^<>?<|<\1<\W*<[<=>]>\1<\W*?((>))\#>\#,26,58,209481,80176,260387,true
backrefs,5,9,9135874206,[l-t][e-h]|[l-u][a-y]$,[l-t][e-h]|[l-u][a-y]$,12,33,206985,34783,106537,true
four,3,22,6941372580,[i-o][lm]W|,[i-o][lm]W|,13,34,349822,56612,98412,true
backrefs,5,10,7095231486,[e-h][a-t][a-t][a-e]f||[tuv][n-u][c-t]|[g-n]$,[e-h][a-t][a-t][a-e]f||[tuv][n-u][c-t]|[g-n]$,14,35,274604,48440,108724,true
balance,1,10,7095231486,<><>^<<|(\W)\1><+\W[^<]<\W+>$,<><>^<<|(\W)\1><+\W[^<]<\W+>$,27,59,107560,27970,164821,true
four,3,23,1068243795,^[c-l]g|[c-l]|j|W|[o-r][m-p][o-r],^[c-l]g|[c-l]|j|W|[o-r][m-p][o-r],18,39,224814,36814,104849,true
backrefs,5,11,9842301657,^r|ab[a-t]|[a-t][e-t][a-o][tuv]|[g-n]$,^r|ab[a-t]|[a-t][e-t][a-o][tuv]|[g-n]$,14,35,223405,40768,107866,true
four,3,24,1764028593,[^]o[m-p]|ga|t$,.o[m-p]|ga|t$,14,35,541064,83427,95881,true
balance,1,11,9842301657,<<>(^|\1>)<?>\1\W<*\W>\W,<<>(^|\#>)<?>\#\W<*\W>\W,26,58,498345,119100,145227,true
four,3,25,3857069214,[i-o][lm][c-y]W|,[i-o][lm][c-y]W|,14,35,377203,59424,93832,true
backrefs,5,12,2196735084,[m-u][e-h]|[e-h][abc]|u[a-t]\b|s[a-o]f[tuv]f|y$,[m-u][e-h]|[e-h][abc]|u[a-t]\b|s[a-o]f[tuv]f|y$,13,34,463812,86146,114975,true
four,3,26,9125784630,([^h])[o-y]\1|mg|o[i-y]|o[i-o]$,([^h])[o-y]\1|mg|o[i-y]|o[i-o]$,20,41,428769,77317,119459,true
backrefs,5,13,9067852413,[r-y]y|[^p][e-t][m-u][c-h]|[i-n]$,[r-y]y|[^p][e-t][m-u][c-h]|[i-n]$,15,36,222989,38814,113553,true
four,3,27,7914823056,[a-t][i-o][lm]|[abc]$,[a-t][i-o][lm]|[abc]$,16,37,436335,77833,106444,true
backrefs,5,14,2405681973,[e-i][a-t][l-t][a-r][a-t]|\B[a-t][a-o]u|g$,[e-i][a-t][l-t][a-r][a-t]|\B[a-t][a-o]u|g$,16,37,553003,101473,117158,true
four,3,28,1258360497,[a-t][i-o][lm]|p[mn]|[abc]$,[a-t][i-o][lm]|p[mn]|[abc]$,16,37,569047,88302,95506,true
backrefs,5,15,2738495106,^t|lr|o[a-t]e|[a-t][e-t][a-o][tuv]|[tuv]f|[g-n]$,^t|lr|o[a-t]e|[a-t][e-t][a-o][tuv]|[tuv]f|[g-n]$,16,37,557459,94677,110303,true
four,3,29,7965023841,j|W|e[mn]c|no|k[a-o]\B|[e-y][i-p][e-y][l-y]$,j|W|e[mn]c|no|k[a-o]\B|[e-y][i-p][e-y][l-y]$,19,40,487698,91786,126460,true
backrefs,5,16,1069782534,^[ab][a-l]|pu|[efg][a-t][a-t][a-t]|[tuv]l|fr|[g-n]$,^[ab][a-l]|pu|[efg][a-t][a-t][a-t]|[tuv]l|fr|[g-n]$,15,36,333808,63082,118272,true
powers,5,19,6087432195,^x?x?(^xxxx)?\1*$,^x?x?(^xxxx)?\1*$,7,18,461105,296390,863335,true
four,5,1,4105328976,W|pgr|Ma|j|vi|o[c-o],W|pgr|Ma|j|vi|o[c-o],16,37,251460,43424,112475,true
backrefs,5,17,3018795246,ba|[a-t][e-t][a-o][tuv]|[g-l]$,ba|[a-t][e-t][a-o][tuv]|[g-l]$,15,36,344785,62082,104975,true
four,5,1,6370951248,f|[l-o][c-p][o-t][i-y]|ve[mn]|a$,f|[l-o][c-p][o-t][i-y]|ve[mn]|a$,19,40,383047,63191,108287,true
backrefs,5,18,1736058429,^[ab][a-l]f||nas|[a-t][a-t][a-o][tuv],^[ab][a-l]f||nas|[a-t][a-t][a-o][tuv],14,35,550183,93708,105584,true
powers,5,20,4925731068,xxxx^x|^(x*x?)\1$,xxxx^x|^(x*x?)\1$,6,17,413556,140492,238730,true
four,5,2,9431657082,[i-o][lm]W|,[i-o][lm]W|,13,34,560734,86036,93490,true
backrefs,5,19,6087432195,[g-t][pqr]|[tuv][e-h]\B|[g-n]$,[g-t][pqr]|[tuv][e-h]\B|[g-n]$,13,34,315555,54893,108662,true
four,5,3,1874029365,[^]o[m-p]W||vi|ev,.o[m-p]W||vi|ev,15,36,73407,12766,96521,true
backrefs,5,20,4925731068,^[tu]|yh|[e-h][a-t][a-t][a-o][g-t]|[tuv][stu]|fr|[g-n]$,^[tu]|yh|[e-h][a-t][a-t][a-o][g-t]|[tuv][stu]|fr|[g-n]$,16,37,417331,82035,124725,true
four,5,4,5691784320,[^c]o[m-p]|ra|[o-t]c,[^c]o[m-p]|ra|[o-t]c,17,38,79255,14172,99537,true
powers,5,21,3486027915,(^x*?)\1$,(^x*?)\1$,6,17,91567,34814,295201,true
backrefs,5,21,3486027915,[l-t][e-h]|wrd[a-t][a-t][tuv]f|[l-u][a-y]$,[l-t][e-h]|wrd[a-t][a-t][tuv]f|[l-u][a-y]$,12,33,441687,79114,122350,true
four,5,5,8392760514,[l-o][c-p][o-r]f||[abc]$,[l-o][c-p][o-r]f||[abc]$,17,38,527377,83177,95333,true
backrefs,5,22,6941372580,[abc][lm][a-t][e-t]|[tuv][e-y][d-t][c-u],[abc][lm][a-t][e-t]|[tuv][e-y][d-t][c-u],16,37,358019,61472,113490,true
four,5,6,4612780539,Ma|j|W|[a-t][i-o][lm][c-y],Ma|j|W|[a-t][i-o][lm][c-y],17,38,297091,47221,96302,true
four,5,7,8261384957,[i-o][lm]W|,[i-o][lm]W|,13,34,164051,25517,94974,true
backrefs,5,23,1068243795,[c-u][e-u][l-t][e-h]|[i-r][l-u][a-y]$,[c-u][e-u][l-t][e-h]|[i-r][l-u][a-y]$,15,36,214442,36939,105975,true
four,5,8,2463075891,[o-y][c-o][no]|es|e[lm][l-o]|W|[jk][a-o]\B,[o-y][c-o][no]|es|e[lm][l-o]|W|[jk][a-o]\B,19,40,443405,75504,102177,true
backrefs,5,24,1764028593,^e|hv[ab]t|[e-u][c-t][a-t][tuv]|l[n-r]|a$,^e|hv[ab]t|[e-u][c-t][a-t][tuv]|l[n-r]|a$,16,37,270795,48471,121896,true
four,5,9,9135874206,^[cde][c-l]|il|Ma|j|W|[o-r][m-p][o-r],^[cde][c-l]|il|Ma|j|W|[o-r][m-p][o-r],20,41,410016,67504,104818,true
backrefs,5,25,3857069214,a[s-v][i-y][a-t]|p[e-i]|pu|fu|[e-t][a-t][a-o][g-x]+$,a[s-v][i-y][a-t]|p[e-i]|pu|fu|[e-t][a-t][a-o][g-x]+$,17,38,463243,85521,123132,true
four,5,10,7095231486,[i-o][lm]W|,[i-o][lm]W|,13,34,402062,61129,91724,true
balance,1,12,2196735084,^<[^]*>>$,^<.*>>$,25,57,73947,16235,1692560,true
backrefs,5,26,9125784630,[tu][a-t][rst][n-u]|[a-t][a-o][tuv][n-y]|[g-n]$,[tu][a-t][rst][n-u]|[a-t][a-o][tuv][n-y]|[g-n]$,14,35,225714,41252,107865,true
four,5,11,9842301657,[^c]o[m-r]|dr|ca|h$,[^c]o[m-r]|dr|ca|h$,15,36,105222,18594,136460,true
backrefs,5,27,7914823056,[c-t][e-t][a-o][tuv]|[g-l]$,[c-t][e-t][a-o][tuv]|[g-l]$,15,36,168883,30267,106709,true
four,5,12,2196735084,[i-o][mn]W||[jk],[i-o][mn]W||[jk],14,35,305065,47783,101115,true
balance,1,13,9067852413,<<((>))\2\W>(\W)+\3\1\2,<<((>))\#\W>(\W)+\#\#\#,26,58,244209,58096,194274,true
backrefs,5,28,1258360497,[o-u][e-h]|us|[e-h][a-t][a-t]a|[tuv][t-y]|[g-n]$,[o-u][e-h]|us|[e-h][a-t][a-t]a|[tuv][t-y]|[g-n]$,16,37,372117,71660,123475,true
four,5,13,9067852413,e[i-o]c|o$|[i-o][mn]|[abc]$,e[i-o]c|o|[i-o][mn]|[abc]$,16,37,251865,41361,97708,true
backrefs,5,29,7965023841,[l-t][e-h]|f[a-o][tuv]f|[l-u][a-y]$,[l-t][e-h]|f[a-o][tuv]f|[l-u][a-y]$,12,33,404355,70833,106834,true
balance,1,14,2405681973,^<<[<=>]*>>$,^<<[<=>]*>>$,25,57,372662,108475,165555,true
four,5,14,2405681973,[M-c]a|j|W|[a-t][i-y][e-y][i-p][e-y][l-y]$,[M-c]a|j|W|[a-t][i-y][e-y][i-p][e-y][l-y]$,18,39,410934,70410,110162,true
powers,5,22,6941372580,xxxxx(xx[^]x)\1x.x|^xx?$,x{5}(xx.x)\#x.x|^xx?$,3,14,472421,973422,1058442,true
balance,1,15,2738495106,^<\W*>>$,^<\W*>>$,25,57,192648,41392,134054,true
four,5,15,2738495106,^[cde]g|[c-l]|vi|o[c-o]|a$,^[cde]g|[c-l]|vi|o[c-o]|a$,18,39,446570,70816,100286,true
four,5,16,1069782534,[^w]o[m-p]|ky[i-o][lm]a|$,[^w]o[m-p]|ky[i-o][lm]a|$,14,35,258860,38423,91224,true
balance,1,16,1069782534,^<[^]+>>$,^<[^]+>>$,25,57,98318,24626,133148,true
four,5,17,3018795246,^[^d]W|o|[m-p][m-p]|e[i-l],^[^d]W|o|[m-p][m-p]|e[i-l],15,36,207416,34502,94318,true
balance,1,17,3018795246,^((<?))\1<<[^]*>\1>$,^((<?))\1<<[^]*>\1>$,26,58,128270,28126,146211,true
four,5,18,1736058429,j|W|k|[c-t][i-o][mn],j|W|k|[c-t][i-o][mn],15,36,491882,69551,89552,true
four,5,19,6087432195,[i-o][lm]W|,[i-o][lm]W|,13,34,552030,75348,82208,true
four,5,20,4925731068,[l-o][c-p][o-r]f||a$,[l-o][c-p][o-r]f||a$,17,38,346023,46252,86536,true
four,5,21,3486027915,Ma|j|W|o[m-p],Ma|j|W|o[m-p],15,36,57251,8547,84661,true
powers,5,23,1068243795,^xx(x*)\1$,^xx(x*)\1$,6,17,499184,507587,620810,true
four,5,22,6941372580,[c-o][^u]r|o[mno]|c^ig[i-o][mn]$,[c-o][^u]r|o[mno]|c^ig[i-o][mn]$,17,38,353087,57612,101146,true
four,5,23,1068243795,[bc][^p][i-o]|s[i-o]|o[mn]|[M-c]a|o$,[bc][^p][i-o]|s[i-o]|o[mn]|[M-c]a|o$,18,39,483774,67739,94756,true
four,5,24,1764028593,Ma|j|W|[a-t][i-o][lm][c-y],Ma|j|W|[a-t][i-o][lm][c-y],17,38,213507,31486,104959,true
four,5,25,3857069214,[l-o][c-p][o-r]f||Mo[mn]a|a$,[l-o][c-p][o-r]f||Mo[mn]a|a$,17,38,403428,55143,83302,true
four,5,26,9125784630,^[c-l]W||ps|[mn]k|o[i-o],^[c-l]W||ps|[mn]k|o[i-o],15,36,204033,28126,90708,true
four,5,27,7914823056,co|b[^rt]l|o[m-p]|[abc]$,co|b[^rt]l|o[m-p]|[abc]$,17,38,307522,48502,87865,true
four,5,28,1258360497,Ma|j|W|o[m-p],Ma|j|W|o[m-p],15,36,369347,56159,95896,true
four,5,29,7965023841,Ma|j|W|o[m-p],Ma|j|W|o[m-p],15,36,314770,43877,86708,true
powers,5,24,1764028593,^x?x$,^x?x$,2,13,249,500,843368,true
powers,5,25,3857069214,^x?x$,^x?x$,2,13,358352,113725,235027,true
balance,1,18,1736058429,^<\1<(<*|>)+<+>\1<,^<\1<(<*|>)+<+>\1<,26,58,589868,816945,1889448,true
balance,1,19,6087432195,<<<>+<\W*>>$,<<<>+<\W*>>$,26,58,204137,47189,121849,true
balance,1,20,4925731068,<\W><[<=>]+>>$,<\W><[<=>]+>>$,26,58,228565,95208,170664,true
balance,1,21,3486027915,^<<\W*>>$,^<<\W*>>$,25,57,3852,1094,153993,true
powers,5,26,9125784630,^xx(x*)\1$,^xx(x*)\1$,6,17,411992,997312,1050456,true
balance,1,22,6941372580,^<[^]*>>$,^<[^]*>>$,25,57,538584,142897,154476,true
balance,1,23,1068243795,^<<\W*>>$,^<<\W*>>$,25,57,588429,130382,132476,true
balance,1,24,1764028593,<<<>\W*<>>>*$,<<<>\W*<>>>*$,26,58,84913,137695,262013,true
balance,1,25,3857069214,>*<\W><\W+(^<|>>)$,>*<\W><\W+(^<|>>)$,26,58,289082,59784,129506,true
balance,1,26,9125784630,[^]<<>+\W\W\W<\W+\W>>$,.<<>+\W\W{4}<\W+\W>>$,27,59,35381,7782,398456,true
balance,1,27,7914823056,<\W><\W*>>$,<\W><\W*>>$,26,58,51007,13141,132693,true
powers,5,27,7914823056,(^x*)\1$,{0}(^x*)\1$,6,17,128549,44064,1177728,true
balance,1,28,1258360497,([^]>)*<<+>\W\W>\W+\W>>\1$,(.>)*<<+>\W\W>\W+\W>>\1$,28,60,126164,26720,177478,true
balance,1,29,7965023841,<<>\W[^]>(\W)\W\W*>>$,<<>\W[^]>(\W)\W\W*>>$,27,59,593221,126240,128303,true
balance,3,1,4105328976,<(<)?\W><\W\W*>\1>$,<(<)?\W><\W\W*>\1>$,27,59,306338,145617,396004,true
powers,5,28,1258360497,(^x*)\1$,(^x*)\1$,6,17,137892,126257,778038,true
balance,3,1,6370951248,^<[^]*>>$,^<[^]*>>$,25,57,223661,41705,125849,true
