Nome,Depth,i,seed,regex,regex_shrunk,Melhor_fitness,Melhor_nosso,Numero_de_comparacoes,Tempo,Tempo_total,Timed_out
triples,5,23,1068243795,^81|206|2[34]|[01]0|5[1-7][0-8]+$,^81|206|2[34]|[01]0|5[1-7][0-8]+$,14,35,197705,35970,118928,true
ranges,1,19,6087432195,^[a-f][a-e]\w[a-f],^[a-f][a-e]\w[a-f],21,42,406442,75942,112225,true
prime,1,8,2463075891,^xx(x*?)\1x$,^xx(x*?)\#x$,13,34,468321,199979,225714,true
powers,3,14,2405681973,^x$|(^x*x?)\1$,^x$|(^x*x?)\#$,7,18,430553,173446,218636,true
ranges,1,20,4925731068,[a-f]\w[a-f][a-f]$,[a-f]\w[a-f][a-f]$,21,42,263367,46737,112991,true
triples,5,24,1764028593,^3|64|[012]4|0[0-5][0-5][2-9]|[567][0-5]$,^3|64|[012]4|0[0-5][0-5][2-9]|[567][0-5]$,13,34,235174,52206,138211,true
prime,1,9,9135874206,^xx(x*?)\1x$,^xx(x*?)\#x$,13,34,116943,24251,122225,true
ranges,1,21,3486027915,^[a-f][a-e]\w[a-f],^[a-f][a-e]\w[a-f],21,42,553957,110288,118522,true
triples,5,25,3857069214,5[0-7][0-8]|0[012],5[0-7][0-8]|0[012],11,32,123764,22532,112865,true
prime,1,10,7095231486,x^xxx|^x(x*?)(xx?)\1\2$,x^xxx|^x(x*?)(xx?)\1\2$,13,34,549940,110240,174759,true
ranges,1,22,6941372580,^[a-f][a-e]\w[a-f],^[a-f][a-e]\w[a-f],21,42,323266,61316,127631,true
triples,5,26,9125784630,5[1-7][0-8]|0[0-4]9|[0-8]0[67]|\b[3-6]\w[012],5[1-7][0-8]|0[0-4]9|[0-8]0[67]|\b[3-6]\w[012],14,35,252977,46518,114710,true
powers,3,15,2738495106,^x?x$,^x?x$,2,13,187080,111303,357189,true
prime,1,11,9842301657,^xxx(x*)?\1$,^xxx(x*)?\1$,13,34,148146,32595,121163,true
ranges,1,23,1068243795,\b[a-f]+$,\b[a-f]+$,21,42,89634,16079,114600,true
triples,5,27,7914823056,[^]4^0|[01]0[0-6]|72$|[1-8][1-7][34]|6$,.4^0|[01]0[0-6]|72$|[1-8][1-7][34]|6$,14,35,307160,60895,120210,true
prime,1,12,2196735084,(x(xxx(xxxx)))\1\2\1,(x(xxx(xxxx)))\#\#\#,9,30,532077,103600,119272,true
ranges,1,24,1764028593,[a-f]\w[a-f][a-f]$,[a-f]\w[a-f][a-f]$,21,42,18585,3703,106975,true
triples,5,28,1258360497,895|0[012]|5[1-5][0-8],895|0[012]|5[1-5][0-8],12,33,17325,3516,119007,true
ranges,1,25,3857069214,^[a-f]*[a-f]$,^[a-f]*[a-f]$,21,42,191668,36830,113803,true
prime,1,13,9067852413,(((\B(xxxx[^])))\1\2\3)\1,(((\B(x{4}.)))\#\#\#)\#,9,30,571656,112615,133382,true
powers,3,16,1069782534,^x?x$,^x?x$,2,13,270600,175961,322968,true
triples,5,29,7965023841,^[234][^3][0-4]|[0-3]7|[0-6][0-3][01][23]|02|6$,^[234][^3][0-4]|[0-3]7|[0-6][0-3][01][23]|02|6$,15,36,167242,35689,146820,true
ranges,1,26,9125784630,^[a-f][a-e]\w[a-f],^[a-f][a-e]\w[a-f],21,42,548299,110772,119648,true
prime,1,14,2405681973,^xxxx(x*?)\1x$,^xxxx(x*?)\#x$,12,33,524898,122209,137350,true
glob,1,1,4105328976,b|en|[s-y]n[m-s]|af|[i-l][a-e]s|f[a-o]|[cde]$,b|en|[s-y]n[m-s]|af|[i-l][a-e]s|f[a-o]|[cde]$,15,36,553989,106506,124897,true
ranges,1,27,7914823056,^[a-f]\w[a-f][a-f],^[a-f]\w[a-f][a-f],21,42,21093,4109,108615,true
prime,1,15,2738495106,^x(x*)?\1(xx?)\2$,^x(x*)?\1(xx?)\2$,13,34,413245,82051,118866,true
glob,1,1,6370951248,[a-p]\1(w|[de][n-y][c-s]|[e-r][i-s]$),[a-p]\#(w|[de][n-y][c-s]|[e-r][i-s]$),17,38,339041,63051,128600,true
ranges,1,28,1258360497,^[a-f][a-e]\w[a-f],^[a-f][a-e]\w[a-f],21,42,277575,50236,111240,true
prime,1,16,1069782534,(^x?x*)\1xxx$,(^x?x*)\#{0}x{0}xx$,13,34,349795,75833,124959,true
glob,1,2,9431657082,b|fa|[n-r][o-r][a-l][ -n]|[cd]$,b|fa|[n-r][o-r][a-l][ -n]|[cd]$,17,38,190685,36283,128506,true
ranges,1,29,7965023841,[a-f]\w[a-f][a-f]$,[a-f]\w[a-f][a-f]$,21,42,16202,3375,113366,true
powers,3,17,3018795246,^x?(\b)(xxxx|$)+\1\b\1,^x?(\b)(xxxx|$)+\#\b\#,6,17,325069,124273,489117,true
glob,1,3,1874029365,[fg][a-m][a-o]w||k|r[h-s],[fg][a-m][a-o]w||k|r[h-s],15,36,73404,13454,123991,true
ranges,3,1,4105328976,^[a-f][a-e]\w[a-f],^[a-f][a-e]\w[a-f],21,42,506372,89943,106350,true
prime,1,17,3018795246,x*x*^x((x*|x?)\1x)?\2x$,x{0}*x*^x((x*|x?)\1x)?\2x$,14,35,508805,174024,205603,true
glob,1,4,5691784320,f[a-o]|b|[kl][o-y]\B[a-s]|[a-k]g|[cde]$,f[a-o]|b|[kl][o-y]\B[a-s]|[a-k]g|[cde]$,14,35,524713,97115,112756,true
ranges,3,1,6370951248,[a-f]\w[a-f][a-f]$,[a-f]\w[a-f][a-f]$,21,42,10078,2234,113365,true
prime,1,18,1736058429,^xx(x*)?\1x$,^xx(x*)?\#x$,13,34,358406,72269,118865,true
powers,3,18,1736058429,(^x*)\1$,(^x*)\1$,6,17,467922,186494,250965,true
glob,1,5,8392760514,o[c-y][c-s][a-r]|[e-y][e-s][c-y]e|r[ -r]$,o[c-y][c-s][a-r]|[e-y][e-s][c-y]e|r[ -r]$,17,38,534467,100255,117022,true
ranges,3,2,9431657082,ee|^[a-f]*$,ee|^[a-f]*$,21,42,528298,105615,119194,true
prime,1,19,6087432195,(^x*x?)\1xxx$,{0}(^x*x?)\#xxx$,13,34,446484,92582,122537,true
glob,1,6,4612780539,y^as|fa|g[c-m]|[pqr][l-r][a-m]|b|d$,y^as|fa|g[c-m]|[pqr][l-r][a-m]|b|d$,16,37,346157,68285,118600,true
ranges,3,3,1874029365,[a-e]\wd|^d|ba|fa,[a-e]\wd|^d|ba|fa,21,42,163337,34001,118741,true
prime,1,20,4925731068,(^x*x?)\1xxx$,(^x*x?)\#xxx$,13,34,478385,92614,116131,true
ranges,3,4,5691784320,[a-f]\w[a-f][a-f]$,[a-f]\w[a-f][a-f]$,21,42,592226,113303,114709,true
glob,1,7,8261384957,[a-e][a-h]r|fa|[op][c-y][c-s][c-r],[a-e][a-h]r|fa|[op][c-y][c-s][c-r],16,37,321870,58940,130303,true
prime,1,21,3486027915,^x(x*?)\1$,{0}^x(x*?)\1$,13,34,199365,40174,126585,true
ranges,3,5,8392760514,^[a-f][a-e]\w[a-f],^[a-f][a-e]\w[a-f],21,42,149494,26063,109318,true
glob,1,8,2463075891,o[o-y][a-l]|[d-g][*-h],o[o-y][a-l]|[d-g][*-h],12,33,55840,10094,136788,true
prime,1,22,6941372580,(((\B(xxxxx)))\1\2\3)\1,(((\B(x{5})))\#\#\#)\#,9,30,443506,94489,125209,true
ranges,3,6,4612780539,[a-f]\w[a-f][a-f]$,[a-f]\w[a-f][a-f]$,21,42,259160,48221,115178,true
glob,1,9,9135874206,^p|o[c-y][c-s][c-r]|[o-s]r|[o-s]\D$,^p|o[c-y][c-s][c-r]|[o-s]r|[o-s]\D$,15,36,146169,27658,117319,true
prime,1,23,1068243795,^xx\1*x(xx)*?$,^xx\1*x(xx)*?$,13,34,551302,109897,118553,true
ranges,3,7,8261384957,[a-f]\w[a-f][a-f]$,[a-f]\w[a-f][a-f]$,21,42,410987,81395,119350,true
glob,1,10,7095231486,fa|l[ -h]|\*\B|b| [o-y]e,fa|l[ -h]|\*\B|b| [o-y]e,14,35,206996,37611,126929,true
prime,1,24,1764028593,^x(x*?x?)\1xx$,{0}^x(x*?x?)\1xx$,13,34,412583,86224,126194,true
ranges,3,8,2463075891,^[a-f][a-e]\w[a-f],^[a-f][a-e]\w[a-f],21,42,411242,82333,120944,true
glob,1,11,9842301657,[^l]\*[ -s]|[ -g][b-e][n-r]|[a-d]$,[^l]\*[ -s]|[ -g][b-e][n-r]|[a-d]$,15,36,194700,38048,120912,true
prime,1,25,3857069214,(^x*x?)\1xxx$,(^x*x?)\#xxx$,13,34,382685,77036,119584,true
ranges,3,9,9135874206,bt|^[a-f]*$,bt|^[a-f]*$,21,42,48382,8891,120756,true
powers,3,19,6087432195,^x?x?(^xxxx)?\1*$,^x?x?(^xxxx)?\1*$,7,18,461492,295561,863713,true
glob,1,12,2196735084,[a-e][a-h]r|fa|[op][c-y][c-s][c-r]|q[^u]t^,[a-e][a-h]r|fa|[op][c-y][c-s][c-r]|q[^u]t^,16,37,450097,91083,142023,true
prime,1,26,9125784630,^x(x?x*)\1$,^x(x?x*)\1$,13,34,330888,72505,132773,true
ranges,3,10,7095231486,[a-f][a-e]\w[a-f],[a-f][a-e]\w[a-f],21,42,90335,18016,117036,true
glob,1,13,9067852413,fa|l[ -h]|b|\* ,fa|l[ -h]|b|\* ,13,34,39321,7469,114866,true
prime,1,27,7914823056,(^x*?)\1xxx$,(^x*?)\#xxx$,13,34,307643,61066,115428,true
ranges,3,11,9842301657,[^]^b|\b[a-f]+$,.^b|\b[a-f]+$,21,42,108230,19782,110475,true
powers,3,20,4925731068,xxxx^x|^(x*x?)\1$,xxxx^x|^(x*x?)\1$,6,17,422816,151679,246278,true
glob,1,14,2405681973,[b-e][n-r]w|,[b-e][n-r]w|,13,34,12120,2625,124131,true
ranges,3,12,2196735084,e*[a-f]\w[a-f][a-f]$,e*[a-f]\w[a-f][a-f]$,21,42,82246,15688,113928,true
prime,1,28,1258360497,^xx((x*|(\B)).\1\1|\1)\2$,^xx((x*|(\B)).\1\1|\1)\2$,14,35,462119,130897,159742,true
glob,1,15,2738495106,^m|de|uz|w[m-s]|f|ly*[ -i][a-s]|b,^m|de|uz|w[m-s]|f|ly*[ -i][a-s]|b,17,38,240639,48190,128569,true
ranges,3,13,9067852413,^[a-f][a-e]\w[a-f],^[a-f][a-e]\w[a-f],21,42,43068,8422,121022,true
prime,1,29,7965023841,(^x*xx?)\1x$,(^x*xx?)\#x$,13,34,451880,125709,155523,true
glob,1,16,1069782534,[fg][a-m][a-o]w||r[h-s]|k,[fg][a-m][a-o]w||r[h-s]|k,15,36,84659,15547,113147,true
ranges,3,14,2405681973,[a-f]\w[a-f][a-f]$,[a-f]\w[a-f][a-f]$,21,42,56612,10813,119802,true
powers,3,21,3486027915,(^x*?)\1$,(^x*?)\1$,6,17,98019,68440,331765,true
prime,3,1,4105328976,^xxx(x*?)\1$,^x{0}xx(x*?)\1$,13,34,561518,137054,144633,true
glob,1,17,3018795246,^[p-y][a-s]|f[a-o]|b|p[c-r][e-n]|kio|y\D,^[p-y][a-s]|f[a-o]|b|p[c-r][e-n]|kio|y\D,16,37,292830,60145,121616,true
ranges,3,15,2738495106,f[a-e]|d[a-e]|b[a-e]*$,f[a-e]|d[a-e]|b[a-e]*$,21,42,404593,87739,125646,true
prime,3,1,6370951248,x*^x(x*)?\1xx$,x*^x(x*)?\1xx$,13,34,82050,18798,121491,true
glob,1,18,1736058429,c$|k$|y |n^h|[pqr][e-r][a-n]|[ -c]o|fa,c|k$|y |n^h|[pqr][e-r][a-n]|[ -c]o|fa,18,39,472249,98286,138663,true
ranges,3,16,1069782534,^[a-f][a-e]\w[a-f],^[a-f][a-e]\w[a-f],21,42,487906,110459,129162,true
glob,1,19,6087432195,^w|n[m-p]|[pqr][i-r]|[cd]$,^w|n[m-p]|[pqr][i-r]|[cd]$,16,37,519235,95583,110818,true
prime,3,2,9431657082,x*^x(([^]x)*?\1x)?x\2?$,x*{0}^x(([^]x)*?\1x)?x\2?$,14,35,92770,24235,149195,true
ranges,3,17,3018795246,^[a-f][a-e]\w[a-f],^[a-f][a-e]\w[a-f],21,42,344493,69020,115569,true
glob,1,20,4925731068,[pqr][i-r]f|,[pqr][i-r]f|,11,32,189087,34939,124600,true
prime,3,3,1874029365,\b(x*?)\1x$,{0}\b{0}(x*?)\#x$,13,34,32936,7938,122365,true
ranges,3,18,1736058429,\b[a-f]+$,\b[a-f]+$,21,42,225475,45017,112239,true
glob,1,21,3486027915,b|^p|co|bo[o-y][a-l]m|[a-w][i-u][d-g][*-h],b|^p|co|bo[o-y][a-l]m|[a-w][i-u][d-g][*-h],18,39,327183,65192,120726,true
prime,3,4,5691784320,^x([^]x)*xx$,^x(.x)*xx$,13,34,559309,107069,114960,true
ranges,3,19,6087432195,^[a-f][a-e]\w[a-f],^[a-f][a-e]\w[a-f],21,42,237322,42158,108083,true
glob,1,22,6941372580,^\D[o-r]f||[i-r]k|b[c-i][a-r]|[cd]$,^\D[o-r]f||[i-r]k|b[c-i][a-r]|[cd]$,16,37,375940,72410,115662,true
prime,3,5,8392760514,^x?xx$,^x?xx$,2,23,463912,90708,117600,true
ranges,3,20,4925731068,cf|[a-f]\w[a-f][a-f]$,cf|[a-f]\w[a-f][a-f]$,21,42,376922,72442,117444,true
glob,1,23,1068243795,[fg][a-m][a-o]w||r[h-s]|ik|d$,[fg][a-m][a-o]w||r[h-s]|ik|d$,17,38,202210,38173,117147,true
ranges,3,21,3486027915,^[a-f][a-e]\w[a-f],^[a-f][a-e]\w[a-f],21,42,341678,67426,121366,true
prime,3,6,4612780539,(x)*^x?(x|\Bxx*)\2\b$,(x)*^x?(x|\Bxx*)\2\b$,14,35,595865,151195,161164,true
glob,1,24,1764028593,fa|w|b| [o-y][c-u]|[cde]$,fa|w|b| [o-y][c-u]|[cde]$,13,34,220488,38392,110036,true
ranges,3,22,6941372580,^[a-f][a-e]\w[a-f],^[a-f][a-e]\w[a-f],21,42,53558,10266,114397,true
prime,3,7,8261384957,^x(x*?)\1xx$,^x(x*?)\1xx$,13,34,144466,29110,123319,true
glob,1,25,3857069214,[a-e][a-h]r|fa|[op][c-y][c-s][c-r],[a-e][a-h]r|fa|[op][c-y][c-s][c-r],16,37,556667,105256,117428,true
powers,3,22,6941372580,xxxxx(xx[^]x)\1x.x|^xx?$,x{5}(xx.x)\#x.x|^xx?$,3,14,475681,968359,1063190,true
ranges,3,23,1068243795,\1[a-f](a|e)[b-f],\#[a-f](a|e)[b-f],21,42,63091,11500,124710,true
prime,3,8,2463075891,^xx(x*?)\1x$,^xx(x*?)\#x$,13,34,297187,64160,124460,true
glob,1,26,9125784630,vi|f|o[c-y][c-s][a-r]|th[c-y]|p[i-u][i-s]|r$,vi|f|o[c-y][c-s][a-r]|th[c-y]|p[i-u][i-s]|r$,16,37,266080,54753,127053,true
ranges,3,24,1764028593,cde^b|\b[a-f]+$,cde^b|\b[a-f]+$,21,42,238034,45080,115491,true
prime,3,9,9135874206,^x(x*?)\1xx$,^x{0}(x*?)\#xx$,13,34,125536,27235,121288,true
glob,1,27,7914823056,[fg][a-m][a-o]w||k|r[h-s],[fg][a-m][a-o]w||k|r[h-s],15,36,323849,60535,110787,true
ranges,3,25,3857069214,^[a-f][a-e]\w[a-f],^[a-f][a-e]\w[a-f],21,42,257816,52096,114600,true
powers,3,23,1068243795,^x?x$,^x?x$,2,13,162399,75192,328829,true
glob,1,28,1258360497,^w|o[c-y][a-s]|[n-r][i-r],^w|o[c-y][a-s]|[n-r][i-r],13,34,129954,23407,115599,true
prime,3,10,7095231486,x^xxx|^x(x*?)(xx?)\1\2$,x^xxx|^x(x*?)(xx?)\1\2$,13,34,556151,112819,177338,true
ranges,3,26,9125784630,^[a-f][a-e]\w[a-f],^[a-f][a-e]\w[a-f],21,42,18806,3906,120318,true
glob,1,29,7965023841,fa|l[ -h]|gh|[^a]b|\* ,fa|l[ -h]|gh|[^a]b|\* ,15,36,181711,34236,114678,true
prime,3,11,9842301657,^xxx?$,^xxx?$,2,23,128687,25532,115459,true
ranges,3,27,7914823056,^[a-f][a-e]\w[a-f],^[a-f][a-e]\w[a-f],21,42,109743,22001,109068,true
prime,3,12,2196735084,(x(xxx(xxxx)))\1\2\1,(x(xxx(xxxx)))\#\#\#,9,30,531829,104521,120224,true
ranges,3,28,1258360497,^[a-f][a-e]\w[a-f],^[a-f][a-e]\w[a-f],21,42,570393,111677,116802,true
glob,3,1,4105328976,\*i|vi|w[m-s]|kms|[ -s][l-r]e\B|[abc]$,\*i|vi|w[m-s]|kms|[ -s][l-r]e\B|[abc]$,17,38,495636,99787,135459,true
prime,3,13,9067852413,(((\B(xxxx[^])))\1\2\3)\1,(((\B(x{4}.)))\#\#\#)\#,9,30,597288,119381,120444,true
glob,3,1,6370951248,r[h-s]|^p|[fg][a-m]y|[a-o],r[h-s]|^p|[fg][a-m]y|[a-o],16,37,360774,69348,119398,true
ranges,3,29,7965023841,^[a-f][a-e]\w[a-f],^[a-f][a-e]\w[a-f],21,42,82082,16220,122241,true
powers,3,24,1764028593,^x?x$,^x?x$,2,13,276197,198198,407831,true
ranges,5,1,4105328976,^[a-f][a-e]\w[a-f],^[a-f][a-e]\w[a-f],21,42,23959,5423,112459,true
glob,3,2,9431657082,[^l]\*[ -s]b||[h-s]r[h-y][ -m]| r,[^l]\*[ -s]b||[h-s]r[h-y][ -m]| r,15,36,143734,29048,127396,true
prime,3,14,2405681973,^xxxx(x*?)\1x$,^xxxx(x*?)\#x$,12,33,540590,125803,137553,true
ranges,5,1,6370951248,[a-f]\w[a-f][a-f]$,[a-f]\w[a-f][a-f]$,21,42,141824,27282,108959,true
glob,3,3,1874029365,w|e[nop]|kn|r[h-s]|i[g-l]|fa,w|e[nop]|kn|r[h-s]|i[g-l]|fa,18,39,222119,41971,120038,true
prime,3,15,2738495106,^x(x*)?\1(xx?)\2$,^x(x*)?\1(xx?)\2$,13,34,396353,75630,114976,true
powers,3,25,3857069214,^x?x$,^x?x$,2,13,276904,137007,301171,true
ranges,5,2,9431657082,^[a-f][a-e]\w[a-f],^[a-f][a-e]\w[a-f],21,42,193135,35783,111412,true
glob,3,4,5691784320,^w|fa|ms|l[^][c-l]|r[h-s]|[cd]$,^w|fa|ms|l[^][c-l]|r[h-s]|[cd]$,18,39,537256,102052,119131,true
prime,3,16,1069782534,(^x?x*)\1xxx$,(^x?x*)\#{0}x{0}xx$,13,34,353706,79208,128366,true
ranges,5,3,1874029365,^[a-f]*[a-f]$,^[a-f]*[a-f]$,21,42,111394,19735,112787,true
glob,3,5,8392760514,[c-s][c-y][a-s]t[*-h]|[n-r][i-r][e-y][ -s]y|[ -s],[c-s][c-y][a-s]t[*-h]|[n-r][i-r][e-y][ -s]y|[ -s],16,37,337944,64175,125631,true
ranges,5,4,5691784320,^[a-f][a-e]\w[a-f],^[a-f][a-e]\w[a-f],21,42,477085,84786,106522,true
prime,3,17,3018795246,x*x*^x((x*|x?)\1x)?\2x$,x{0}*x*^x((x*|x?)\1x)?\2x$,14,35,507488,173227,205556,true
glob,3,6,4612780539,^ys|b|u[pqr]s|o[i-r]s|[fg][a-o]|[cde]$,^ys|b|u[pqr]s|o[i-r]s|[fg][a-o]|[cde]$,12,33,298953,58471,121021,true
ranges,5,5,8392760514,df|^d$|\b[a-f]+$,df|^d$|\b[a-f]+$,21,42,151689,27657,112475,true
powers,3,26,9125784630,^xx(x*)\1$,^xx(x*)\1$,6,17,425762,332328,388097,true
prime,3,18,1736058429,^xx(x*)?\1x$,^xx(x*)?\#x$,13,34,358587,73253,122802,true
glob,3,7,8261384957,b|lle|[pqr][h-r][e-m]|[cd]$,b|lle|[pqr][h-r][e-m]|[cd]$,16,37,448226,88145,118491,true
ranges,5,6,4612780539,[a-f][a-e]\w[a-f],[a-f][a-e]\w[a-f],21,42,18841,3766,121600,true
prime,3,19,6087432195,(^x*x?)\1xxx$,{0}(^x*x?)\#xxx$,13,34,441432,89818,120663,true
glob,3,8,2463075891,[a-e][a-h]r|fa|[op][c-y][c-s][c-r],[a-e][a-h]r|fa|[op][c-y][c-s][c-r],16,37,326113,59534,123335,true
ranges,5,7,8261384957,^[a-f]\w[a-f][a-f],^[a-f]\w[a-f][a-f],21,42,575719,110147,114537,true
prime,3,20,4925731068,(^x*x?)\1xxx$,(^x*x?)\#xxx$,13,34,479764,94803,118304,true
glob,3,9,9135874206,^w|ke|o[c-y][c-s][c-r]|e[m-r][a-s]*\w$,^w|ke|o[c-y][c-s][c-r]|e[m-r][a-s]*\w$,17,38,273673,54705,124928,true
ranges,5,8,2463075891,^\w[a-f]*$,{0}^\w[a-f]*$,21,42,499931,93224,111725,true
powers,3,27,7914823056,(^x*)\1$,{0}(^x*)\1$,6,17,127875,51471,333251,true
prime,3,21,3486027915,^x(x*?)\1$,{0}^x(x*?)\1$,13,34,198547,40252,128726,true
glob,3,10,7095231486,[a-e][a-h]r|fa|[op][c-y][c-s][c-r],[a-e][a-h]r|fa|[op][c-y][c-s][c-r],16,37,205280,38189,117162,true
ranges,5,9,9135874206,[a-f][a-e]\w[a-f],[a-f][a-e]\w[a-f],21,42,463442,91193,116350,true
prime,3,22,6941372580,(((\B(xxxxx)))\1\2\3)\1,(((\B(x{5})))\#\#\#)\#,9,30,431333,89364,122068,true
glob,3,11,9842301657,b[a-h]r|fa|[nop][d-y][c-s][c-r][ -s]|d$,b[a-h]r|fa|[nop][d-y][c-s][c-r][ -s]|d$,17,38,230322,44252,122397,true
ranges,5,10,7095231486,[a-f][a-f]\w[a-f]$,[a-f][a-f]\w[a-f]$,21,42,195484,36767,127162,true
prime,3,23,1068243795,^([^]x)*?xxx$,^([^]x)*?xxx$,13,34,182795,43752,126584,true
glob,3,12,2196735084,[a-e][a-h]r|fa|[op][c-y][c-s][c-r]|q[^]^k,[a-e][a-h]r|fa|[op][c-y][c-s][c-r]|q.^k,16,37,358745,72395,141789,true
ranges,5,11,9842301657,^[a-f][a-e]\w[a-f],^[a-f][a-e]\w[a-f],21,42,535321,101631,112928,true
powers,3,28,1258360497,(^x*)\1$,(^x*)\1$,6,17,140561,146351,387753,true
prime,3,24,1764028593,^x(x*?x?)\1xx$,{0}^x(x*?x?)\1xx$,13,34,407659,86754,127865,true
ranges,5,12,2196735084,^[a-f][a-e]\w[a-f],^[a-f][a-e]\w[a-f],21,42,108906,20001,117006,true
glob,3,13,9067852413,l[ -h]|^[a-e][c-s]\B|mim|\* |rr|^y$,l[ -h]|^[a-e][c-s]\B|mim|\* |rr|y$,16,37,476781,100130,131490,true
prime,3,25,3857069214,(^x*x?)\1xxx$,(^x*x?)\#xxx$,13,34,408333,83974,120835,true
ranges,5,13,9067852413,[a-f][a-e]\w[a-f],[a-f][a-e]\w[a-f],21,42,427804,81396,113850,true
glob,3,14,2405681973,c[^o]i|l[ -h]|de|y |nw|\B |[abc]$,c[^o]i|l[ -h]|de|y |nw|\B |[abc]$,15,36,329770,68394,140928,true
prime,3,26,9125784630,^x(x?x*)\1$,^x(x?x*)\1$,13,34,288090,59784,127991,true
ranges,5,14,2405681973,^[a-f]*$,^[a-f]*$,21,42,191548,37283,120943,true
glob,3,15,2738495106,o^o|r[c-s]|[o-s][c-k][e-t][c-s],o^o|r[c-s]|[o-s][c-k][e-t][c-s],13,34,252374,46533,119069,true
prime,3,27,7914823056,(^x*?)\1xxx$,(^x*?)\#xxx$,13,34,317090,63754,117006,true
ranges,5,15,2738495106,^[a-f][a-e]\w[a-f],^[a-f][a-e]\w[a-f],21,42,103224,19126,113788,true
glob,3,16,1069782534,[fg][a-m][a-o]w||r[h-s]|k,[fg][a-m][a-o]w||r[h-s]|k,15,36,84659,15469,124552,true
ranges,5,16,1069782534,ilhdd|[a-f]\w[a-f][a-f]$,ilhdd|[a-f]\w[a-f][a-f]$,21,42,361573,78755,126023,true
prime,3,28,1258360497,^xx((x*|(\B)).\1\1|\1)\2$,^xx((x*|(\B)).\1\1|\1)\2$,14,35,445195,125225,156633,true
glob,3,17,3018795246,^f|p|ys[^b]b|r[h-s]|[cd]$,^f|p|ys[^b]b|r[h-s]|[cd]$,14,35,213235,39283,135164,true
ranges,5,17,3018795246,^[a-f]*[a-e]*$,^[a-f]*[a-e]*$,21,42,331350,65535,113350,true
prime,3,29,7965023841,(^xx*x?)\1x$,(^xx*x?)\#x$,13,34,465123,128568,155351,true
glob,3,18,1736058429,^pv|[c-s][pqr][b-s]|[n-r] y|g[i-s]|[a-i][cde]$,^pv|[c-s][pqr][b-s]|[n-r] y|g[i-s]|[a-i][cde]$,14,35,462810,91693,128585,true
ranges,5,18,1736058429,\b[a-f]+$,\b[a-f]+$,21,42,171756,32876,111725,true
glob,3,19,6087432195,[c-y]b|[c-y][^]\*[ -s]| [cd][c-s],[c-y]b|[c-y].\*[ -s]| [cd][c-s],15,36,463087,91114,122725,true
prime,5,1,4105328976,^(x*)?\1xxx$,^(x*)?\#x{0}xx$,13,34,112886,25907,146147,true
ranges,5,19,6087432195,da|^[a-f]*$,da|^[a-f]*$,21,42,249277,47330,108584,true
glob,3,20,4925731068,ny|w[^p]|\*\B|^[p-s],ny|w[^p]|\*\B|^[p-s],13,34,101891,19798,125538,true
prime,5,1,6370951248,x*^x(x*)?\1xx$,x*^x(x*)?\1xx$,13,34,79603,19079,121413,true
ranges,5,20,4925731068,[a-f]\w[a-f][a-f]$,[a-f]\w[a-f][a-f]$,21,42,17761,3625,114991,true
glob,3,21,3486027915,[b-e][n-r]|u|wn|om|^p|^a,[b-e][n-r]|u|wn|om|^p|a,15,36,448137,90989,119053,true
ranges,5,21,3486027915,[a-f][a-e]\w[a-f],[a-f][a-e]\w[a-f],21,42,224799,45002,113537,true
prime,5,2,9431657082,x*^x(([^]x)*?\1x)?x\2?$,x*{0}^x(([^]x)*?\1x)?x\2?$,14,35,106135,27657,152085,true
glob,3,22,6941372580,l[ -h]|b|\* |[c-h]t|nr|k$,l[ -h]|b|\* |[c-h]t|nr|k$,14,35,106205,20454,118663,true
ranges,5,22,6941372580,[a-f]\w[a-f][a-f]$,[a-f]\w[a-f][a-f]$,21,42,46496,9516,109553,true
prime,5,3,1874029365,\b(x*?)\1x$,{0}\b{0}(x*?)\#x$,13,34,34260,8703,122038,true
glob,3,23,1068243795,[nop]e\B|s w|\*[e-m]|r[h-s]|n$,[nop]e\B|s w|\*[e-m]|r[h-s]|n$,17,38,288445,55112,111959,true
ranges,5,23,1068243795,^[a-f][a-e]\w[a-f],^[a-f][a-e]\w[a-f],21,42,46896,9110,118865,true
prime,5,4,5691784320,^xx([^]x)*\1xxxxx$,^xx(.x)*\#xxxxx$,12,33,592175,115772,118631,true
glob,3,24,1764028593,[^lr]\*[ -s]|a^o|^p|r[h-s]|f$,[^l-r]\*[ -s]|a^o|p|r[h-s]|f$,16,37,325315,63301,123273,true
ranges,5,24,1764028593,^[a-f][a-e]\w[a-f],^[a-f][a-e]\w[a-f],21,42,569533,111990,117975,true
prime,5,5,8392760514,^xx(x*?)\1xxx$,^xx(x*?)\#xxx$,12,33,10736,3203,129271,true
glob,3,25,3857069214,pl|e[m-t]|fa|r[h-s]|[cd]$,pl|e[m-t]|fa|r[h-s]|[cd]$,17,38,279037,52127,121677,true
ranges,5,25,3857069214,^[a-f]*[a-f]$,^[a-f]*[a-f]$,21,42,174636,32564,115647,true
prime,5,6,4612780539,(^x*x?)\1xxx$,(^x*x?)\#xxx$,13,34,410372,83020,148850,true
glob,3,26,9125784630,b[a-h]r|fa|o[c-y][c-s]|^[p-y]|t[a-h]$,b[a-h]r|fa|o[c-y][c-s]|^[p-y]|t[a-h]$,15,36,290178,55940,119444,true
